method,split,task,regime,mean_success,ci95_success,mean_rare_failure_recall,ci95_rare_failure_recall,mean_contact_boundary_error,ci95_contact_boundary_error,mean_tail_risk_rate,ci95_tail_risk_rate,mean_unsafe_commitment,ci95_unsafe_commitment,mean_overtrust_rate,ci95_overtrust_rate,mean_calibration_ece,ci95_calibration_ece,mean_recovery_success,ci95_recovery_success,mean_intervention_cost,ci95_intervention_cost,mean_data_efficiency_proxy,ci95_data_efficiency_proxy,groups
large_behavior_clone,contact_tail_shift,mobile_manipulation,mixed_exception_stress,0.2636,0.0336,0.1701,0.0317,0.3759,0.0287,0.2925,0.0196,0.1582,0.0313,0.2551,0.0446,0.267,0.0413,0.2007,0.0358,0.1344,0.0258,0.5187,0.0321,7
large_behavior_clone,contact_tail_shift,mobile_manipulation,occluded_precondition,0.4014,0.0373,0.1752,0.0313,0.3367,0.0329,0.2075,0.0394,0.1105,0.0202,0.1854,0.0387,0.2194,0.0133,0.2194,0.0521,0.1803,0.0523,0.5357,0.0391,7
large_behavior_clone,contact_tail_shift,mobile_manipulation,rare_contact_tail,0.3231,0.0442,0.1956,0.0367,0.3946,0.0285,0.2755,0.0424,0.1463,0.0159,0.25,0.0432,0.2619,0.0265,0.2109,0.0182,0.165,0.023,0.534,0.0213,7
large_behavior_clone,contact_tail_shift,mobile_manipulation,recovery_scarce_failure,0.3741,0.0333,0.1701,0.0498,0.3214,0.0501,0.2823,0.0373,0.1684,0.0389,0.2126,0.0362,0.2381,0.026,0.2347,0.022,0.1361,0.0329,0.5034,0.0471,7
large_behavior_clone,contact_tail_shift,mobile_manipulation,spurious_visual_shortcut,0.4184,0.0476,0.1786,0.0169,0.2976,0.0356,0.2347,0.0557,0.0986,0.0174,0.2568,0.0404,0.2466,0.0352,0.2313,0.0435,0.199,0.0352,0.4949,0.0309,7
large_behavior_clone,contact_tail_shift,tool_use_sequence,embodiment_mismatch,0.3656,0.0403,0.1582,0.046,0.3197,0.0276,0.2228,0.0355,0.1327,0.0257,0.2075,0.0432,0.2109,0.0413,0.2058,0.0202,0.1684,0.0119,0.4983,0.0492,7
large_behavior_clone,contact_tail_shift,tool_use_sequence,long_horizon_compounding,0.3367,0.0237,0.1599,0.0254,0.3401,0.0446,0.2551,0.0264,0.1497,0.0233,0.2279,0.0409,0.2058,0.0253,0.2177,0.03,0.148,0.0233,0.5085,0.0329,7
large_behavior_clone,contact_tail_shift,tool_use_sequence,mixed_exception_stress,0.25,0.0322,0.2024,0.0255,0.4048,0.0404,0.2891,0.0132,0.1973,0.0233,0.2738,0.0161,0.2687,0.0472,0.2245,0.0406,0.1463,0.0273,0.5238,0.0529,7
large_behavior_clone,contact_tail_shift,tool_use_sequence,occluded_precondition,0.4014,0.0437,0.1922,0.0451,0.2806,0.0416,0.1837,0.0356,0.1395,0.0325,0.199,0.0317,0.2228,0.0344,0.2296,0.0195,0.1633,0.0344,0.5034,0.0496,7
large_behavior_clone,contact_tail_shift,tool_use_sequence,rare_contact_tail,0.3197,0.062,0.1718,0.0317,0.369,0.0301,0.2806,0.0238,0.2024,0.0504,0.2279,0.0436,0.2534,0.0237,0.2602,0.0276,0.1616,0.0259,0.4626,0.0409,7
large_behavior_clone,contact_tail_shift,tool_use_sequence,recovery_scarce_failure,0.3078,0.0224,0.1956,0.019,0.3452,0.031,0.2585,0.0373,0.1888,0.0369,0.2177,0.0268,0.2194,0.0249,0.1922,0.0299,0.1582,0.0282,0.4949,0.0233,7
large_behavior_clone,contact_tail_shift,tool_use_sequence,spurious_visual_shortcut,0.4133,0.0352,0.1939,0.0253,0.3469,0.0303,0.2381,0.0398,0.0969,0.0129,0.2228,0.0273,0.2602,0.0252,0.2177,0.0317,0.1599,0.0305,0.5136,0.0503,7
large_behavior_clone,embodiment_shift,bimanual_handoff,embodiment_mismatch,0.3861,0.0349,0.2024,0.0334,0.3044,0.0524,0.182,0.0406,0.1565,0.0206,0.1956,0.0432,0.2279,0.0281,0.216,0.0307,0.1888,0.0224,0.5255,0.0533,7
large_behavior_clone,embodiment_shift,bimanual_handoff,long_horizon_compounding,0.352,0.0305,0.2245,0.0193,0.3112,0.0399,0.2687,0.0249,0.1207,0.0362,0.2279,0.0294,0.2279,0.0236,0.1905,0.0404,0.1905,0.0342,0.4779,0.0436,7
large_behavior_clone,embodiment_shift,bimanual_handoff,mixed_exception_stress,0.2704,0.0514,0.1922,0.0119,0.3537,0.0214,0.284,0.0343,0.1956,0.0337,0.2262,0.0279,0.2619,0.0279,0.1922,0.0236,0.1531,0.0271,0.4694,0.0496,7
large_behavior_clone,embodiment_shift,bimanual_handoff,occluded_precondition,0.432,0.0337,0.2143,0.0384,0.3078,0.0582,0.2143,0.0444,0.1207,0.0094,0.199,0.0248,0.1922,0.0343,0.216,0.0262,0.1701,0.0182,0.5085,0.0352,7
large_behavior_clone,embodiment_shift,bimanual_handoff,rare_contact_tail,0.3384,0.0264,0.216,0.0285,0.3112,0.0406,0.2245,0.0336,0.1446,0.0382,0.2347,0.0313,0.2075,0.0349,0.2755,0.0396,0.148,0.0112,0.483,0.0485,7
large_behavior_clone,embodiment_shift,bimanual_handoff,recovery_scarce_failure,0.3112,0.0354,0.2058,0.0355,0.3741,0.0387,0.2381,0.0345,0.1667,0.0367,0.2024,0.0338,0.2228,0.0344,0.2211,0.0458,0.1599,0.0112,0.5034,0.0352,7
large_behavior_clone,embodiment_shift,bimanual_handoff,spurious_visual_shortcut,0.4269,0.029,0.1905,0.0292,0.2381,0.031,0.1956,0.016,0.1071,0.0191,0.2194,0.0333,0.2245,0.0246,0.2279,0.0246,0.1735,0.0325,0.4745,0.0436,7
large_behavior_clone,embodiment_shift,contact_insertion,embodiment_mismatch,0.3776,0.0333,0.2228,0.0469,0.3129,0.0477,0.1837,0.0287,0.1412,0.0246,0.1854,0.0349,0.2143,0.0249,0.2245,0.0316,0.165,0.0172,0.483,0.0301,7
large_behavior_clone,embodiment_shift,contact_insertion,long_horizon_compounding,0.3827,0.0262,0.2211,0.0313,0.3367,0.0393,0.2347,0.0202,0.1378,0.0168,0.2228,0.0387,0.2347,0.0333,0.1973,0.0283,0.1531,0.0224,0.4813,0.0301,7
large_behavior_clone,embodiment_shift,contact_insertion,mixed_exception_stress,0.2755,0.0187,0.2364,0.0262,0.3571,0.031,0.2823,0.0519,0.165,0.0339,0.2636,0.029,0.2551,0.0511,0.1905,0.0279,0.1803,0.029,0.534,0.0094,7
large_behavior_clone,embodiment_shift,contact_insertion,occluded_precondition,0.449,0.0258,0.2177,0.0263,0.2738,0.0472,0.2058,0.0253,0.1412,0.0236,0.1922,0.0418,0.1922,0.023,0.2228,0.0111,0.1769,0.0307,0.5017,0.023,7
large_behavior_clone,embodiment_shift,contact_insertion,rare_contact_tail,0.3401,0.0413,0.2381,0.0228,0.3707,0.0332,0.2432,0.0333,0.165,0.0246,0.2024,0.036,0.2211,0.0259,0.2041,0.0336,0.1803,0.0339,0.5051,0.0301,7
large_behavior_clone,embodiment_shift,contact_insertion,recovery_scarce_failure,0.3605,0.0359,0.2211,0.0325,0.3384,0.0488,0.2619,0.0388,0.1565,0.0445,0.2449,0.0309,0.2024,0.0441,0.2194,0.0292,0.1837,0.0452,0.4932,0.016,7
large_behavior_clone,embodiment_shift,contact_insertion,spurious_visual_shortcut,0.4031,0.0316,0.2313,0.0269,0.3027,0.0419,0.2126,0.0276,0.1224,0.0141,0.2211,0.0333,0.2211,0.0419,0.2466,0.0296,0.1837,0.0227,0.5119,0.0306,7
large_behavior_clone,embodiment_shift,deformable_handling,embodiment_mismatch,0.3554,0.0339,0.2024,0.0334,0.3163,0.0391,0.1905,0.0314,0.1582,0.0132,0.1956,0.0269,0.1956,0.0333,0.2466,0.0243,0.1684,0.0418,0.4813,0.041,7
large_behavior_clone,embodiment_shift,deformable_handling,long_horizon_compounding,0.3384,0.0606,0.2483,0.0393,0.3044,0.0452,0.2228,0.0167,0.1667,0.0378,0.1735,0.0221,0.2092,0.0254,0.2245,0.032,0.1599,0.0243,0.4728,0.022,7
large_behavior_clone,embodiment_shift,deformable_handling,mixed_exception_stress,0.2245,0.0276,0.1871,0.0446,0.352,0.0269,0.2704,0.0291,0.2075,0.0309,0.2432,0.0221,0.25,0.0353,0.2364,0.0396,0.1854,0.048,0.5238,0.0265,7
large_behavior_clone,embodiment_shift,deformable_handling,occluded_precondition,0.381,0.0322,0.2075,0.0381,0.2857,0.0279,0.1905,0.031,0.1173,0.0224,0.1803,0.0267,0.2109,0.0232,0.2041,0.0172,0.1837,0.0435,0.4915,0.04,7
large_behavior_clone,embodiment_shift,deformable_handling,rare_contact_tail,0.3469,0.0505,0.199,0.0425,0.3946,0.0454,0.2466,0.0268,0.1718,0.0309,0.1939,0.0325,0.2228,0.0321,0.2381,0.0353,0.1667,0.0228,0.5476,0.0423,7
large_behavior_clone,embodiment_shift,deformable_handling,recovery_scarce_failure,0.3418,0.0413,0.1939,0.0449,0.3299,0.04,0.2636,0.0406,0.148,0.0196,0.1803,0.0358,0.2024,0.045,0.2347,0.0287,0.1752,0.0098,0.4915,0.0582,7
large_behavior_clone,embodiment_shift,deformable_handling,spurious_visual_shortcut,0.4337,0.0452,0.2262,0.026,0.2619,0.0334,0.1922,0.0236,0.1037,0.015,0.2296,0.0253,0.2262,0.0398,0.25,0.0288,0.1769,0.0365,0.4711,0.019,7
large_behavior_clone,embodiment_shift,mobile_manipulation,embodiment_mismatch,0.3997,0.0485,0.199,0.0291,0.3265,0.0363,0.2092,0.0352,0.1207,0.0139,0.2126,0.0351,0.1888,0.0358,0.2466,0.0373,0.1463,0.0226,0.4898,0.0271,7
large_behavior_clone,embodiment_shift,mobile_manipulation,long_horizon_compounding,0.3707,0.0193,0.2177,0.0496,0.3265,0.0313,0.2483,0.0294,0.1395,0.0278,0.2092,0.0143,0.233,0.0356,0.216,0.0328,0.1701,0.0263,0.5017,0.032,7
large_behavior_clone,embodiment_shift,mobile_manipulation,mixed_exception_stress,0.3231,0.0418,0.1922,0.0303,0.3078,0.0482,0.2738,0.0306,0.1701,0.0174,0.2415,0.0526,0.2517,0.0418,0.2041,0.0427,0.2058,0.0329,0.5051,0.0325,7
large_behavior_clone,embodiment_shift,mobile_manipulation,occluded_precondition,0.4354,0.0283,0.1837,0.0391,0.3129,0.0202,0.1973,0.0264,0.119,0.0161,0.2007,0.0224,0.2007,0.032,0.2551,0.0506,0.182,0.0195,0.5051,0.0215,7
large_behavior_clone,embodiment_shift,mobile_manipulation,rare_contact_tail,0.4065,0.0418,0.2279,0.0406,0.352,0.0337,0.2602,0.0241,0.1531,0.0281,0.2262,0.0381,0.2296,0.0174,0.2432,0.0313,0.165,0.0303,0.5085,0.0406,7
large_behavior_clone,embodiment_shift,mobile_manipulation,recovery_scarce_failure,0.3759,0.0381,0.1939,0.0291,0.3044,0.0278,0.2636,0.02,0.1514,0.0226,0.2432,0.0249,0.1939,0.0393,0.2177,0.0232,0.1599,0.0152,0.5034,0.0673,7
large_behavior_clone,embodiment_shift,mobile_manipulation,spurious_visual_shortcut,0.4167,0.0239,0.2177,0.0214,0.2704,0.0355,0.1939,0.0422,0.102,0.0345,0.2585,0.0226,0.25,0.0279,0.2517,0.0241,0.1718,0.0483,0.483,0.0264,7
large_behavior_clone,embodiment_shift,tool_use_sequence,embodiment_mismatch,0.3316,0.0336,0.2007,0.0246,0.2772,0.0373,0.1854,0.0356,0.1616,0.0341,0.2313,0.0621,0.2024,0.0353,0.2619,0.0301,0.1548,0.0144,0.4983,0.0389,7
large_behavior_clone,embodiment_shift,tool_use_sequence,long_horizon_compounding,0.3724,0.0516,0.2262,0.0326,0.3197,0.029,0.216,0.0241,0.1378,0.0143,0.1684,0.029,0.2279,0.0386,0.1973,0.0274,0.1956,0.0466,0.4864,0.0451,7
large_behavior_clone,embodiment_shift,tool_use_sequence,mixed_exception_stress,0.2704,0.0373,0.1939,0.0325,0.3673,0.0236,0.2687,0.0341,0.1616,0.0374,0.2398,0.0379,0.2245,0.0339,0.1837,0.0215,0.1514,0.0214,0.5,0.0398,7
large_behavior_clone,embodiment_shift,tool_use_sequence,occluded_precondition,0.3929,0.0381,0.2058,0.0304,0.284,0.0224,0.2024,0.0381,0.1344,0.0287,0.1837,0.0475,0.1718,0.0143,0.2466,0.039,0.1922,0.0406,0.4558,0.0469,7
large_behavior_clone,embodiment_shift,tool_use_sequence,rare_contact_tail,0.3418,0.0506,0.2194,0.041,0.3673,0.0219,0.2568,0.0438,0.1701,0.0278,0.199,0.0387,0.216,0.0206,0.2551,0.0309,0.1514,0.0287,0.4881,0.0467,7
large_behavior_clone,embodiment_shift,tool_use_sequence,recovery_scarce_failure,0.3197,0.0324,0.1871,0.0406,0.3248,0.0333,0.2398,0.0336,0.1684,0.018,0.2211,0.0356,0.2126,0.0354,0.2024,0.0269,0.1446,0.0299,0.4677,0.0559,7
large_behavior_clone,embodiment_shift,tool_use_sequence,spurious_visual_shortcut,0.4082,0.0387,0.2262,0.0233,0.2738,0.0371,0.2075,0.0337,0.119,0.0161,0.2211,0.0374,0.2568,0.0221,0.2228,0.0348,0.1446,0.0213,0.4558,0.0443,7
large_behavior_clone,nominal_scaling,bimanual_handoff,embodiment_mismatch,0.4762,0.0288,0.2517,0.0577,0.2891,0.0202,0.1565,0.0267,0.1139,0.0209,0.2143,0.0398,0.2194,0.0254,0.25,0.0394,0.165,0.0303,0.5306,0.0341,7
large_behavior_clone,nominal_scaling,bimanual_handoff,long_horizon_compounding,0.449,0.0329,0.2636,0.0421,0.2874,0.0271,0.1956,0.0168,0.0969,0.0285,0.2109,0.0159,0.165,0.029,0.2534,0.0344,0.1599,0.0283,0.5136,0.0236,7
large_behavior_clone,nominal_scaling,bimanual_handoff,mixed_exception_stress,0.3946,0.053,0.2245,0.0418,0.3146,0.0321,0.2228,0.0159,0.1173,0.0424,0.2653,0.0449,0.2279,0.0299,0.2738,0.0239,0.1361,0.0249,0.5374,0.0271,7
large_behavior_clone,nominal_scaling,bimanual_handoff,occluded_precondition,0.5221,0.0285,0.2279,0.0241,0.2959,0.0492,0.1701,0.0237,0.1071,0.0269,0.1582,0.0202,0.1888,0.0285,0.2636,0.0328,0.1463,0.0167,0.5374,0.0276,7
large_behavior_clone,nominal_scaling,bimanual_handoff,rare_contact_tail,0.466,0.0476,0.2466,0.0485,0.3163,0.0269,0.2024,0.0314,0.1259,0.0356,0.2126,0.0433,0.1905,0.0244,0.2925,0.0381,0.1395,0.0141,0.5476,0.0279,7
large_behavior_clone,nominal_scaling,bimanual_handoff,recovery_scarce_failure,0.4762,0.0438,0.2534,0.0282,0.3299,0.0387,0.2313,0.0329,0.131,0.0233,0.2194,0.0458,0.2194,0.0305,0.2925,0.0423,0.1548,0.0191,0.5017,0.0332,7
large_behavior_clone,nominal_scaling,bimanual_handoff,spurious_visual_shortcut,0.4932,0.0423,0.2177,0.0377,0.2551,0.0432,0.1837,0.0317,0.0884,0.0168,0.2313,0.0215,0.2092,0.0221,0.2653,0.0313,0.1582,0.0373,0.5034,0.0602,7
large_behavior_clone,nominal_scaling,contact_insertion,embodiment_mismatch,0.4779,0.0554,0.301,0.0557,0.2721,0.0172,0.1871,0.0248,0.0969,0.0257,0.1871,0.0263,0.1905,0.0356,0.2789,0.0367,0.1378,0.0296,0.5527,0.0175,7
large_behavior_clone,nominal_scaling,contact_insertion,long_horizon_compounding,0.4524,0.0461,0.2874,0.0316,0.318,0.0359,0.2041,0.0495,0.0901,0.0238,0.2058,0.0393,0.1786,0.0265,0.2466,0.0536,0.1122,0.0221,0.5646,0.0435,7
large_behavior_clone,nominal_scaling,contact_insertion,mixed_exception_stress,0.4252,0.0393,0.2517,0.0224,0.3299,0.034,0.2398,0.0343,0.1565,0.0262,0.2177,0.022,0.216,0.0236,0.2415,0.022,0.1582,0.0313,0.5085,0.0268,7
large_behavior_clone,nominal_scaling,contact_insertion,occluded_precondition,0.4796,0.0344,0.2381,0.0423,0.2908,0.0287,0.1548,0.042,0.0935,0.0206,0.1769,0.0267,0.1701,0.0291,0.2653,0.0321,0.148,0.0215,0.5391,0.0363,7
large_behavior_clone,nominal_scaling,contact_insertion,rare_contact_tail,0.4694,0.036,0.2483,0.0358,0.3367,0.034,0.2092,0.0249,0.1173,0.0252,0.199,0.0167,0.2007,0.0172,0.267,0.037,0.148,0.0377,0.5408,0.0321,7
large_behavior_clone,nominal_scaling,contact_insertion,recovery_scarce_failure,0.4524,0.0432,0.2687,0.0341,0.3027,0.0374,0.2041,0.0267,0.1259,0.0278,0.1786,0.0153,0.1854,0.0112,0.2823,0.0508,0.1463,0.0189,0.5323,0.0317,7
large_behavior_clone,nominal_scaling,contact_insertion,spurious_visual_shortcut,0.4932,0.0313,0.2602,0.0487,0.284,0.018,0.1854,0.037,0.0969,0.0164,0.1973,0.0438,0.2228,0.0359,0.2381,0.0371,0.131,0.0306,0.5187,0.0183,7
large_behavior_clone,nominal_scaling,deformable_handling,embodiment_mismatch,0.4388,0.0682,0.2262,0.0338,0.2789,0.0243,0.1276,0.0214,0.1105,0.0195,0.1514,0.0141,0.1888,0.0393,0.2959,0.0316,0.1582,0.0321,0.517,0.0506,7
large_behavior_clone,nominal_scaling,deformable_handling,long_horizon_compounding,0.4813,0.0254,0.2245,0.0241,0.3112,0.0372,0.2364,0.0246,0.1088,0.0389,0.1956,0.0321,0.2092,0.0352,0.2313,0.0432,0.1582,0.0317,0.5221,0.0495,7
large_behavior_clone,nominal_scaling,deformable_handling,mixed_exception_stress,0.4116,0.0233,0.2177,0.0232,0.3333,0.0507,0.2364,0.0262,0.1327,0.023,0.2228,0.0304,0.2364,0.0579,0.2738,0.031,0.1293,0.0267,0.4932,0.0274,7
large_behavior_clone,nominal_scaling,deformable_handling,occluded_precondition,0.5017,0.0276,0.233,0.0349,0.2721,0.0246,0.165,0.0281,0.0697,0.0107,0.1684,0.032,0.1854,0.0152,0.25,0.0453,0.1378,0.0349,0.4694,0.0441,7
large_behavior_clone,nominal_scaling,deformable_handling,rare_contact_tail,0.4439,0.069,0.2636,0.0336,0.2993,0.0487,0.1956,0.019,0.1122,0.0203,0.2058,0.0067,0.2007,0.0515,0.2772,0.0273,0.1633,0.039,0.5238,0.033,7
large_behavior_clone,nominal_scaling,deformable_handling,recovery_scarce_failure,0.449,0.034,0.233,0.0296,0.2976,0.0435,0.1769,0.0148,0.1241,0.0238,0.2211,0.0407,0.2211,0.0233,0.2721,0.0339,0.1531,0.023,0.5442,0.0582,7
large_behavior_clone,nominal_scaling,deformable_handling,spurious_visual_shortcut,0.4694,0.0475,0.2636,0.0312,0.3078,0.0224,0.2126,0.0267,0.0952,0.0222,0.2381,0.0371,0.2194,0.0381,0.2636,0.029,0.1327,0.0276,0.5527,0.0452,7
large_behavior_clone,nominal_scaling,mobile_manipulation,embodiment_mismatch,0.4864,0.0552,0.2772,0.0355,0.2857,0.0444,0.1667,0.0239,0.1071,0.0204,0.199,0.0313,0.2075,0.0341,0.2874,0.0271,0.1667,0.0279,0.5255,0.0595,7
large_behavior_clone,nominal_scaling,mobile_manipulation,long_horizon_compounding,0.5051,0.0349,0.2602,0.0299,0.2806,0.0249,0.2075,0.0227,0.1156,0.0226,0.2007,0.023,0.1905,0.0432,0.2568,0.0356,0.1446,0.0156,0.5204,0.0387,7
large_behavior_clone,nominal_scaling,mobile_manipulation,mixed_exception_stress,0.4524,0.0322,0.2636,0.0459,0.3061,0.0291,0.2432,0.0352,0.1003,0.0249,0.2313,0.0345,0.2347,0.0253,0.267,0.0254,0.1224,0.0304,0.5306,0.0404,7
large_behavior_clone,nominal_scaling,mobile_manipulation,occluded_precondition,0.5391,0.0564,0.2636,0.0328,0.2568,0.0325,0.1548,0.0444,0.0918,0.0111,0.1939,0.0325,0.1939,0.0317,0.2687,0.0325,0.1565,0.0187,0.5425,0.0493,7
large_behavior_clone,nominal_scaling,mobile_manipulation,rare_contact_tail,0.4813,0.0521,0.2551,0.0377,0.2908,0.0278,0.2177,0.0111,0.119,0.0269,0.1905,0.0345,0.233,0.0349,0.2823,0.0366,0.1701,0.0333,0.5204,0.0431,7
large_behavior_clone,nominal_scaling,mobile_manipulation,recovery_scarce_failure,0.5,0.0517,0.25,0.0404,0.2959,0.0473,0.1871,0.0214,0.1088,0.0257,0.2398,0.0454,0.216,0.0294,0.2738,0.0356,0.1548,0.0125,0.5136,0.0418,7
large_behavior_clone,nominal_scaling,mobile_manipulation,spurious_visual_shortcut,0.4966,0.0425,0.2466,0.0587,0.2823,0.0449,0.1599,0.0349,0.0969,0.0307,0.2092,0.0168,0.199,0.0237,0.284,0.0236,0.1088,0.0187,0.5119,0.0622,7
large_behavior_clone,nominal_scaling,tool_use_sequence,embodiment_mismatch,0.4592,0.0374,0.2449,0.0391,0.3078,0.0354,0.1616,0.0313,0.1003,0.0168,0.1905,0.0349,0.1633,0.0337,0.2908,0.0301,0.1446,0.0312,0.5017,0.0484,7
large_behavior_clone,nominal_scaling,tool_use_sequence,long_horizon_compounding,0.4694,0.0441,0.25,0.0364,0.301,0.0482,0.1786,0.0367,0.1378,0.0384,0.1973,0.0254,0.1837,0.0183,0.2551,0.0341,0.1548,0.0306,0.5119,0.0374,7
large_behavior_clone,nominal_scaling,tool_use_sequence,mixed_exception_stress,0.4065,0.0412,0.2534,0.046,0.3061,0.0329,0.182,0.0268,0.1122,0.016,0.182,0.0232,0.2024,0.0297,0.2568,0.0254,0.1429,0.0338,0.4915,0.0397,7
large_behavior_clone,nominal_scaling,tool_use_sequence,occluded_precondition,0.4932,0.037,0.2347,0.0226,0.267,0.0283,0.1871,0.0482,0.1037,0.0253,0.2126,0.0465,0.1922,0.0236,0.2738,0.0176,0.1361,0.0152,0.517,0.0337,7
large_behavior_clone,nominal_scaling,tool_use_sequence,rare_contact_tail,0.449,0.0488,0.2772,0.0296,0.3469,0.0246,0.2313,0.0196,0.1207,0.0236,0.1871,0.0214,0.1667,0.0356,0.2806,0.0292,0.1241,0.0446,0.4881,0.0283,7
large_behavior_clone,nominal_scaling,tool_use_sequence,recovery_scarce_failure,0.4354,0.0521,0.2517,0.0471,0.2823,0.0258,0.1854,0.0168,0.1224,0.0248,0.1905,0.0345,0.2194,0.0309,0.2568,0.0333,0.1514,0.0248,0.5459,0.0465,7
large_behavior_clone,nominal_scaling,tool_use_sequence,spurious_visual_shortcut,0.4898,0.0433,0.2381,0.0334,0.2738,0.0461,0.182,0.0263,0.1173,0.0187,0.2262,0.0184,0.199,0.0141,0.2976,0.0483,0.165,0.02,0.4881,0.0432,7
large_behavior_clone,shortcut_shift,bimanual_handoff,embodiment_mismatch,0.3571,0.0326,0.216,0.0454,0.3401,0.0301,0.2245,0.0276,0.1565,0.0187,0.2296,0.0449,0.2143,0.0191,0.2602,0.0339,0.1786,0.0494,0.5034,0.0321,7
large_behavior_clone,shortcut_shift,bimanual_handoff,long_horizon_compounding,0.3588,0.0303,0.2058,0.0317,0.335,0.0369,0.2364,0.0257,0.1837,0.0309,0.2347,0.0226,0.216,0.029,0.2228,0.0263,0.1684,0.0206,0.5425,0.037,7
large_behavior_clone,shortcut_shift,bimanual_handoff,mixed_exception_stress,0.284,0.0257,0.2075,0.0413,0.3537,0.041,0.2704,0.0141,0.1361,0.0313,0.2925,0.0221,0.2925,0.0485,0.216,0.0479,0.1803,0.0412,0.5255,0.0324,7
large_behavior_clone,shortcut_shift,bimanual_handoff,occluded_precondition,0.4405,0.0371,0.2007,0.0276,0.25,0.0314,0.1735,0.0317,0.119,0.021,0.2041,0.0241,0.2126,0.0257,0.2534,0.0377,0.1854,0.0249,0.5017,0.0369,7
large_behavior_clone,shortcut_shift,bimanual_handoff,rare_contact_tail,0.3486,0.0278,0.2109,0.04,0.352,0.0301,0.2347,0.0321,0.1548,0.0292,0.2364,0.0332,0.2211,0.0296,0.2245,0.0193,0.1769,0.0379,0.5357,0.0435,7
large_behavior_clone,shortcut_shift,bimanual_handoff,recovery_scarce_failure,0.3112,0.0436,0.2245,0.0236,0.335,0.0276,0.2517,0.0339,0.1463,0.0419,0.2347,0.0287,0.2279,0.0246,0.2109,0.0359,0.165,0.0442,0.4711,0.0455,7
large_behavior_clone,shortcut_shift,bimanual_handoff,spurious_visual_shortcut,0.4099,0.0446,0.2432,0.0391,0.2517,0.0219,0.2007,0.0281,0.0935,0.0164,0.2517,0.0219,0.2602,0.0303,0.2534,0.0248,0.1684,0.0316,0.5187,0.0587,7
large_behavior_clone,shortcut_shift,contact_insertion,embodiment_mismatch,0.3776,0.0317,0.1939,0.0309,0.3282,0.0514,0.2177,0.0321,0.1786,0.0367,0.2517,0.0299,0.2092,0.0363,0.2279,0.0262,0.1922,0.0347,0.4966,0.037,7
large_behavior_clone,shortcut_shift,contact_insertion,long_horizon_compounding,0.3282,0.0387,0.2143,0.0464,0.3282,0.0278,0.2619,0.0265,0.1786,0.0153,0.2194,0.0419,0.1854,0.0264,0.2007,0.0402,0.1667,0.0216,0.5085,0.0449,7
large_behavior_clone,shortcut_shift,contact_insertion,mixed_exception_stress,0.2721,0.0442,0.2109,0.0291,0.3503,0.0313,0.2534,0.0387,0.1565,0.0462,0.2602,0.0236,0.2721,0.0246,0.2517,0.0257,0.1701,0.0304,0.4881,0.0204,7
large_behavior_clone,shortcut_shift,contact_insertion,occluded_precondition,0.4116,0.0438,0.1956,0.0274,0.3146,0.0469,0.1752,0.0253,0.1156,0.0174,0.2177,0.0232,0.1888,0.0358,0.2143,0.0371,0.165,0.0365,0.4728,0.0296,7
large_behavior_clone,shortcut_shift,contact_insertion,rare_contact_tail,0.3401,0.0426,0.2347,0.0268,0.3741,0.0278,0.2143,0.0306,0.1905,0.0318,0.2143,0.0398,0.2279,0.0257,0.2653,0.0397,0.1854,0.0391,0.5238,0.0216,7
large_behavior_clone,shortcut_shift,contact_insertion,recovery_scarce_failure,0.2925,0.0278,0.1871,0.0287,0.2908,0.0209,0.2279,0.018,0.1837,0.0384,0.2313,0.0377,0.2364,0.0303,0.216,0.0393,0.1752,0.0344,0.4915,0.0355,7
large_behavior_clone,shortcut_shift,contact_insertion,spurious_visual_shortcut,0.3656,0.0321,0.2296,0.0248,0.3044,0.0313,0.1905,0.0374,0.1088,0.0271,0.267,0.0377,0.2296,0.0344,0.2245,0.0577,0.1582,0.0273,0.483,0.0548,7
large_behavior_clone,shortcut_shift,deformable_handling,embodiment_mismatch,0.3878,0.0441,0.2211,0.0356,0.3299,0.0434,0.1854,0.0313,0.1378,0.0352,0.2041,0.0436,0.2007,0.0303,0.2007,0.0262,0.1769,0.0252,0.5323,0.0296,7
large_behavior_clone,shortcut_shift,deformable_handling,long_horizon_compounding,0.369,0.0447,0.1973,0.0469,0.301,0.0471,0.2364,0.0187,0.1378,0.0238,0.2058,0.0167,0.1837,0.0352,0.2296,0.0273,0.1531,0.0206,0.517,0.0221,7
large_behavior_clone,shortcut_shift,deformable_handling,mixed_exception_stress,0.2789,0.0329,0.2024,0.0191,0.3486,0.0273,0.301,0.0313,0.1616,0.0259,0.3248,0.0278,0.2721,0.02,0.2109,0.0278,0.1667,0.0322,0.4677,0.0474,7
large_behavior_clone,shortcut_shift,deformable_handling,occluded_precondition,0.4303,0.0433,0.1803,0.0156,0.3146,0.0356,0.1956,0.0254,0.1241,0.0269,0.2075,0.0143,0.199,0.0355,0.2211,0.0309,0.1667,0.0265,0.4983,0.0415,7
large_behavior_clone,shortcut_shift,deformable_handling,rare_contact_tail,0.3605,0.0291,0.2143,0.0407,0.3759,0.0345,0.2279,0.0139,0.1412,0.0267,0.2279,0.0336,0.2058,0.04,0.2024,0.026,0.1548,0.0292,0.4915,0.0258,7
