method,seed,mean_success,ci95_success,mean_rare_failure_recall,ci95_rare_failure_recall,mean_contact_boundary_error,ci95_contact_boundary_error,mean_unsafe_commitment,ci95_unsafe_commitment,mean_overtrust_rate,ci95_overtrust_rate,mean_recovery_success,ci95_recovery_success,mean_tail_risk_rate,ci95_tail_risk_rate,mean_calibration_ece,ci95_calibration_ece,mean_intervention_cost,ci95_intervention_cost,mean_average_scaling_gain,ci95_average_scaling_gain,mean_boundary_risk_slope,ci95_boundary_risk_slope,mean_scale_exception_gap,ci95_scale_exception_gap,mean_boundary_coverage,ci95_boundary_coverage,mean_shortcut_reliance,ci95_shortcut_reliance,mean_morphology_transfer_gap,ci95_morphology_transfer_gap,mean_recoverability_deficit,ci95_recoverability_deficit,mean_regret_to_oracle,ci95_regret_to_oracle,mean_utility,ci95_utility,groups
generic_scaling_law_extrapolator,7,0.345899,0.017639,0.250992,0.015971,0.31746,0.017329,0.148148,0.012907,0.206349,0.014294,0.270503,0.016134,0.218585,0.014451,0.230489,0.015203,0.161045,0.013303,0.401455,0.018325,0.395172,0.018506,0.427579,0.018001,0.250661,0.016968,0.260913,0.015074,0.095238,0.010205,0.170966,0.013925,0.424603,0.021546,0.290676,0.017707,504
generic_scaling_law_extrapolator,8,0.346561,0.017322,0.25463,0.015127,0.322751,0.017017,0.146495,0.012541,0.206349,0.014586,0.277116,0.016575,0.210648,0.0137,0.223214,0.015146,0.155754,0.013022,0.394841,0.01691,0.387897,0.016856,0.43287,0.018227,0.262566,0.015231,0.273479,0.016076,0.097222,0.010631,0.155423,0.013068,0.42791,0.021613,0.292664,0.017577,504
generic_scaling_law_extrapolator,9,0.36078,0.018135,0.251653,0.015407,0.315807,0.016635,0.147156,0.013298,0.203042,0.014536,0.27381,0.015513,0.201389,0.014582,0.216601,0.015045,0.157077,0.013126,0.401455,0.017694,0.417328,0.018096,0.431878,0.018187,0.248677,0.015408,0.26422,0.016571,0.093254,0.010744,0.158399,0.013729,0.417328,0.0224,0.308299,0.018539,504
invariance_penalty_policy,0,0.441138,0.01713,0.350198,0.017455,0.280423,0.0163,0.106481,0.011354,0.111772,0.011448,0.378638,0.017406,0.154762,0.012266,0.138228,0.012435,0.178571,0.013413,0.296958,0.01649,0.316799,0.016375,0.300265,0.017044,0.38459,0.016985,0.146825,0.012427,0.062831,0.008857,0.126323,0.011246,0.329365,0.020677,0.442751,0.017929,504
invariance_penalty_policy,1,0.457672,0.018322,0.368717,0.017218,0.268188,0.015998,0.102513,0.011036,0.131614,0.012609,0.375331,0.017493,0.170966,0.013925,0.140212,0.012366,0.188492,0.014293,0.303241,0.0159,0.300926,0.016855,0.311177,0.01692,0.376323,0.017726,0.146164,0.013207,0.055225,0.0083,0.115741,0.011218,0.321759,0.020706,0.455977,0.01942,504
invariance_penalty_policy,2,0.459987,0.018396,0.367725,0.016548,0.268849,0.015913,0.112103,0.011945,0.115741,0.011587,0.373016,0.016986,0.16832,0.013311,0.133929,0.012438,0.174603,0.013776,0.305886,0.015963,0.311508,0.016634,0.303571,0.016489,0.373677,0.01775,0.140212,0.012602,0.051257,0.007713,0.126653,0.012067,0.325728,0.021043,0.458869,0.019324,504
invariance_penalty_policy,3,0.455688,0.018897,0.340608,0.016832,0.274802,0.016501,0.107143,0.011344,0.12004,0.011191,0.393519,0.016797,0.176918,0.013992,0.134921,0.012339,0.164683,0.013701,0.301257,0.016211,0.314153,0.016507,0.293651,0.016432,0.375331,0.017732,0.141534,0.012078,0.05787,0.008515,0.121362,0.011529,0.331349,0.021576,0.454615,0.019427,504
invariance_penalty_policy,4,0.45668,0.017637,0.376984,0.017158,0.26918,0.016327,0.103175,0.010912,0.111772,0.010921,0.363095,0.016667,0.16336,0.013637,0.133929,0.011955,0.179563,0.013516,0.315807,0.016508,0.305225,0.016701,0.292659,0.015719,0.390542,0.017501,0.142526,0.012041,0.060516,0.008669,0.130952,0.011943,0.330688,0.020801,0.460784,0.018529,504
invariance_penalty_policy,5,0.450728,0.017779,0.36078,0.016685,0.282077,0.015857,0.116071,0.011135,0.121032,0.011861,0.352513,0.018042,0.165013,0.013088,0.131944,0.012465,0.171627,0.013525,0.304233,0.016976,0.308862,0.016808,0.303571,0.015997,0.384921,0.018666,0.140542,0.012658,0.056878,0.00798,0.117063,0.011703,0.33168,0.020485,0.447353,0.018692,504
invariance_penalty_policy,6,0.45205,0.017303,0.36541,0.016997,0.274471,0.016325,0.113757,0.011445,0.109458,0.011305,0.362103,0.018166,0.159061,0.013608,0.130952,0.012595,0.16336,0.013134,0.297288,0.017035,0.323743,0.017401,0.291336,0.01495,0.393519,0.01734,0.129299,0.012097,0.068783,0.008947,0.134259,0.012529,0.325728,0.020902,0.455253,0.018397,504
invariance_penalty_policy,7,0.460648,0.018153,0.362765,0.016608,0.289021,0.016823,0.107804,0.010994,0.110119,0.010798,0.378968,0.017193,0.157077,0.012367,0.139881,0.012513,0.167989,0.013578,0.305556,0.017577,0.286045,0.015414,0.320767,0.016377,0.375331,0.017079,0.140873,0.012877,0.063492,0.009554,0.137897,0.012647,0.318783,0.021105,0.461424,0.019166,504
invariance_penalty_policy,8,0.450066,0.017789,0.366733,0.017418,0.277447,0.015949,0.11541,0.011738,0.114087,0.01129,0.361442,0.017657,0.157738,0.013226,0.127646,0.011244,0.16832,0.013311,0.305556,0.016103,0.306878,0.016041,0.280423,0.015961,0.373016,0.017134,0.138228,0.012298,0.063492,0.008773,0.124339,0.012164,0.332011,0.02031,0.450982,0.018884,504
invariance_penalty_policy,9,0.455688,0.017462,0.379299,0.017657,0.27877,0.016856,0.108466,0.010711,0.124669,0.011981,0.353836,0.016748,0.160714,0.012333,0.122024,0.011365,0.172288,0.013585,0.320767,0.016351,0.318783,0.016543,0.288029,0.015836,0.392857,0.017088,0.143188,0.012631,0.054563,0.008384,0.122685,0.011891,0.325728,0.020454,0.458323,0.018155,504
large_behavior_clone,0,0.302579,0.017599,0.190476,0.014121,0.351852,0.016513,0.167328,0.013671,0.231481,0.015185,0.240741,0.015577,0.228175,0.015884,0.238426,0.015402,0.161376,0.013816,0.377315,0.016641,0.409722,0.017495,0.433201,0.017851,0.217593,0.015984,0.28373,0.016354,0.095569,0.010842,0.152447,0.012867,0.464286,0.022238,0.231877,0.017578,504
large_behavior_clone,1,0.302579,0.017837,0.194444,0.014005,0.334987,0.017445,0.161706,0.013017,0.224868,0.014859,0.231481,0.015295,0.220569,0.01477,0.231481,0.015295,0.159392,0.012993,0.347553,0.01776,0.414683,0.017456,0.426587,0.017094,0.212302,0.01508,0.273148,0.016365,0.113757,0.011482,0.159392,0.013439,0.463955,0.021746,0.235774,0.017475,504
large_behavior_clone,2,0.305225,0.016345,0.197751,0.014773,0.35119,0.017675,0.176918,0.01325,0.233796,0.014926,0.24041,0.015575,0.21627,0.013875,0.251984,0.015543,0.149802,0.012273,0.367725,0.017536,0.414021,0.017456,0.427579,0.017695,0.21164,0.014055,0.267526,0.016546,0.098545,0.011121,0.168651,0.013263,0.468585,0.021174,0.236718,0.016022,504
large_behavior_clone,3,0.311177,0.018375,0.185516,0.013832,0.350198,0.017837,0.162037,0.013258,0.22619,0.014503,0.232474,0.015277,0.231812,0.014852,0.239087,0.015569,0.158399,0.012677,0.358135,0.017527,0.407738,0.017656,0.421958,0.017714,0.208333,0.01431,0.261905,0.016355,0.111772,0.011074,0.17295,0.013077,0.464947,0.02264,0.243758,0.017818,504
large_behavior_clone,4,0.305556,0.016592,0.181548,0.013839,0.350198,0.017139,0.162698,0.01382,0.215608,0.015056,0.23578,0.015683,0.219246,0.015282,0.245701,0.01562,0.162037,0.013541,0.376984,0.017856,0.420966,0.017597,0.42295,0.017255,0.219577,0.014113,0.262566,0.016273,0.099868,0.010799,0.165344,0.013762,0.472884,0.021426,0.238213,0.016057,504
large_behavior_clone,5,0.307209,0.017987,0.195106,0.015206,0.348876,0.016498,0.169643,0.013745,0.227513,0.014778,0.232804,0.01528,0.214286,0.014403,0.250331,0.01488,0.169312,0.013326,0.365079,0.017137,0.425265,0.017823,0.429233,0.017805,0.225529,0.01498,0.274471,0.016065,0.106812,0.011497,0.163029,0.013277,0.459325,0.021742,0.23995,0.017519,504
large_behavior_clone,6,0.306878,0.017108,0.197751,0.013922,0.347553,0.01681,0.174603,0.013373,0.216931,0.014597,0.222884,0.014105,0.229497,0.01422,0.234788,0.014735,0.159392,0.01458,0.363095,0.016515,0.408399,0.016878,0.431217,0.017699,0.211971,0.014876,0.27877,0.015932,0.096892,0.010792,0.171627,0.013649,0.458003,0.021722,0.23807,0.016628,504
large_behavior_clone,7,0.293651,0.016861,0.194775,0.013865,0.342262,0.016586,0.170304,0.013775,0.225198,0.015474,0.237434,0.014697,0.230489,0.014725,0.251653,0.015407,0.160384,0.01311,0.36045,0.016752,0.418651,0.018142,0.40377,0.017275,0.223876,0.015155,0.283069,0.016467,0.105489,0.010878,0.165675,0.01393,0.473545,0.022599,0.227611,0.016536,504
large_behavior_clone,8,0.29795,0.01712,0.192791,0.014341,0.345238,0.017737,0.172288,0.0138,0.225529,0.014349,0.222884,0.01528,0.217593,0.015173,0.228505,0.014931,0.165344,0.013327,0.360119,0.017409,0.418651,0.01654,0.412698,0.018232,0.210648,0.014679,0.27414,0.016147,0.098876,0.011117,0.167989,0.013327,0.472553,0.022167,0.228686,0.016452,504
large_behavior_clone,9,0.308862,0.018156,0.194444,0.014095,0.337302,0.016815,0.170304,0.013621,0.224206,0.015076,0.23082,0.015481,0.204034,0.013788,0.227844,0.014867,0.156085,0.01291,0.36078,0.016785,0.419643,0.018417,0.413029,0.01743,0.223545,0.015206,0.259921,0.016132,0.109788,0.011149,0.169312,0.014004,0.468585,0.022354,0.242973,0.018245,504
medium_behavior_clone,0,0.276124,0.016688,0.208333,0.014457,0.335648,0.016955,0.154101,0.012962,0.165344,0.01291,0.238426,0.015646,0.213294,0.015511,0.205688,0.014071,0.151786,0.013121,0.208333,0.014544,0.367725,0.017172,0.258598,0.015307,0.22123,0.014723,0.217923,0.014785,0.098214,0.01101,0.171627,0.013587,0.487765,0.021285,0.230513,0.016742,504
medium_behavior_clone,1,0.282077,0.017831,0.218585,0.014881,0.339947,0.016377,0.162037,0.013131,0.170635,0.013228,0.236111,0.015551,0.213294,0.014703,0.189153,0.013591,0.169974,0.01323,0.21164,0.014145,0.372354,0.017606,0.265873,0.016173,0.223214,0.014752,0.211971,0.015541,0.098214,0.010739,0.165013,0.012828,0.482143,0.021792,0.238059,0.017488,504
medium_behavior_clone,2,0.271825,0.016685,0.217262,0.014544,0.347884,0.017722,0.157738,0.013384,0.165013,0.01399,0.23578,0.015656,0.211971,0.015568,0.176587,0.013797,0.16336,0.013513,0.219246,0.014374,0.381944,0.016543,0.265212,0.015102,0.223214,0.014666,0.20205,0.014219,0.106151,0.01121,0.164021,0.013545,0.500661,0.021262,0.225554,0.016541,504
medium_behavior_clone,3,0.28869,0.016829,0.208333,0.014369,0.332341,0.017589,0.151124,0.013306,0.17295,0.013142,0.245701,0.015294,0.212632,0.015526,0.194775,0.014224,0.161045,0.013982,0.239087,0.014621,0.384921,0.017381,0.276455,0.015883,0.236442,0.014946,0.21627,0.014614,0.104828,0.011193,0.166667,0.013391,0.485119,0.022125,0.242222,0.016816,504
medium_behavior_clone,4,0.276786,0.016168,0.208664,0.014318,0.342262,0.017379,0.149471,0.013019,0.154762,0.012232,0.237765,0.01515,0.216601,0.014961,0.193122,0.014263,0.162368,0.012954,0.227183,0.015952,0.37004,0.017512,0.267196,0.016473,0.231812,0.015571,0.214286,0.014257,0.108135,0.010834,0.163029,0.013497,0.499669,0.021449,0.231883,0.016032,504
medium_behavior_clone,5,0.271825,0.016735,0.213294,0.014296,0.333333,0.016207,0.151124,0.012888,0.170635,0.013512,0.243386,0.015149,0.215939,0.014665,0.187169,0.013981,0.149471,0.012558,0.204034,0.014503,0.383598,0.016543,0.270833,0.016208,0.210317,0.014353,0.228836,0.015596,0.101521,0.010381,0.178571,0.013192,0.490741,0.021167,0.225514,0.016669,504
medium_behavior_clone,6,0.265212,0.016126,0.211971,0.01427,0.330688,0.018025,0.159392,0.013656,0.164021,0.012843,0.246362,0.01524,0.20668,0.013701,0.196759,0.01437,0.166667,0.012943,0.22586,0.015208,0.391534,0.018494,0.273479,0.015679,0.207672,0.013998,0.208333,0.01483,0.093254,0.010586,0.160714,0.013475,0.499008,0.021722,0.221053,0.015769,504
medium_behavior_clone,7,0.277116,0.016163,0.206019,0.014404,0.344577,0.016281,0.157407,0.012951,0.167328,0.01364,0.242725,0.01481,0.218915,0.014886,0.189484,0.013908,0.154762,0.013662,0.221561,0.014699,0.384259,0.01683,0.291336,0.016528,0.227513,0.01531,0.207672,0.015208,0.103505,0.010712,0.174603,0.013246,0.492725,0.021897,0.228877,0.01627,504
medium_behavior_clone,8,0.283069,0.017265,0.212963,0.016143,0.338294,0.017916,0.156085,0.012812,0.165013,0.013869,0.246032,0.01496,0.210979,0.0146,0.179233,0.013902,0.162698,0.013132,0.221561,0.014899,0.373677,0.01739,0.260582,0.014992,0.21627,0.014323,0.200728,0.014065,0.096561,0.01095,0.172288,0.01383,0.487765,0.022289,0.237298,0.017082,504
medium_behavior_clone,9,0.268519,0.016715,0.209656,0.01463,0.325728,0.016438,0.153439,0.013214,0.156746,0.013582,0.233466,0.016116,0.222222,0.015271,0.194775,0.013985,0.17295,0.013798,0.224537,0.01477,0.385582,0.017583,0.283069,0.015708,0.228505,0.015293,0.213294,0.015014,0.103505,0.011136,0.161706,0.01292,0.503638,0.020647,0.222976,0.01637,504
model_only_scaling,0,0.332672,0.017288,0.222222,0.013516,0.349537,0.01662,0.151124,0.012691,0.209325,0.014303,0.248016,0.015325,0.21627,0.015095,0.222884,0.014661,0.170635,0.014031,0.355489,0.017044,0.406746,0.017217,0.421627,0.01781,0.234458,0.014789,0.259259,0.015111,0.097553,0.010588,0.164352,0.013311,0.434524,0.021831,0.269998,0.017249,504
model_only_scaling,1,0.304233,0.016396,0.217262,0.015333,0.348876,0.017728,0.15873,0.012662,0.205026,0.01515,0.249669,0.015243,0.21627,0.014614,0.233135,0.014345,0.159392,0.013501,0.367394,0.017017,0.399471,0.017513,0.428571,0.017207,0.243386,0.015205,0.270833,0.015761,0.113757,0.01088,0.165013,0.0135,0.46164,0.021076,0.2439,0.015892,504
model_only_scaling,2,0.323082,0.017081,0.21164,0.014055,0.334325,0.016931,0.152116,0.012946,0.203042,0.014095,0.243386,0.015479,0.218254,0.014819,0.239087,0.015943,0.157407,0.012554,0.361442,0.0171,0.407407,0.018102,0.407077,0.017581,0.243717,0.014526,0.256614,0.016144,0.099537,0.010919,0.164352,0.013374,0.452712,0.021147,0.263771,0.01721,504
model_only_scaling,3,0.322421,0.016979,0.228505,0.014732,0.323413,0.016821,0.156415,0.01381,0.218254,0.015513,0.25959,0.016081,0.204034,0.014903,0.214286,0.014977,0.173611,0.013139,0.363426,0.017656,0.405423,0.016964,0.414021,0.017719,0.237103,0.014723,0.263228,0.015823,0.107474,0.011076,0.163029,0.013021,0.453373,0.021039,0.261151,0.017059,504
model_only_scaling,4,0.331349,0.017041,0.23082,0.014927,0.308201,0.016573,0.17328,0.01341,0.195767,0.014342,0.245701,0.01562,0.214616,0.014584,0.212302,0.014335,0.164021,0.013545,0.367394,0.015812,0.40873,0.01799,0.413029,0.017646,0.238426,0.015043,0.26455,0.016026,0.098214,0.01146,0.158069,0.013464,0.448413,0.021691,0.269709,0.017178,504
model_only_scaling,5,0.303902,0.016532,0.220899,0.014488,0.343915,0.01714,0.157738,0.01264,0.205688,0.014308,0.259259,0.015924,0.215939,0.015475,0.223545,0.015562,0.165344,0.01367,0.344246,0.016979,0.41336,0.01844,0.41369,0.016916,0.244378,0.016355,0.272156,0.016427,0.097222,0.010591,0.170304,0.013866,0.46131,0.021042,0.245704,0.016515,504
model_only_scaling,6,0.322421,0.017491,0.22586,0.015509,0.326058,0.016706,0.161376,0.01287,0.218585,0.015491,0.261574,0.015592,0.202712,0.014324,0.228175,0.014927,0.165344,0.013547,0.362765,0.01681,0.404431,0.017617,0.412368,0.017332,0.237765,0.015588,0.259921,0.016053,0.097553,0.011244,0.158069,0.013148,0.444444,0.02204,0.262302,0.01747,504
model_only_scaling,7,0.332672,0.018235,0.227513,0.014606,0.32672,0.016683,0.160053,0.012832,0.220569,0.014278,0.255291,0.014788,0.218254,0.014705,0.231481,0.015649,0.161706,0.012789,0.367725,0.017318,0.392196,0.017663,0.402447,0.018986,0.224206,0.015651,0.269841,0.01561,0.105489,0.0108,0.154762,0.013693,0.436839,0.021969,0.272318,0.018155,504
model_only_scaling,8,0.323743,0.017328,0.218254,0.014676,0.332341,0.016906,0.157407,0.013429,0.208995,0.014616,0.244709,0.015319,0.21131,0.015744,0.214947,0.014357,0.152778,0.012755,0.371362,0.017224,0.386243,0.016958,0.400463,0.016557,0.226521,0.015408,0.263228,0.01569,0.092593,0.01039,0.166336,0.0139,0.451389,0.02225,0.265136,0.017086,504
model_only_scaling,9,0.321098,0.016996,0.239087,0.015378,0.328373,0.016523,0.152778,0.013049,0.197751,0.014659,0.257937,0.015771,0.211971,0.014734,0.232474,0.015359,0.181548,0.014258,0.364749,0.017031,0.412698,0.017381,0.409392,0.017178,0.233796,0.01501,0.269511,0.015907,0.10086,0.01043,0.167989,0.013975,0.451058,0.022121,0.265071,0.016947,504
oracle_exception_selector,0,0.75959,0.015081,0.676918,0.017081,0.161376,0.012935,0.013889,0.00423,0.00463,0.002394,0.651786,0.016426,0.054894,0.008086,0.006283,0.002922,0.180556,0.013461,0.405093,0.017548,0.160384,0.013301,0.303241,0.017099,0.670635,0.016965,0.058862,0.008586,0.017857,0.004688,0.049272,0.008024,0.0,0.0,0.860498,0.012984,504
oracle_exception_selector,1,0.760913,0.014678,0.685185,0.016462,0.154101,0.011983,0.013889,0.00423,0.002976,0.002136,0.633267,0.017199,0.064153,0.008492,0.001323,0.001292,0.196759,0.013893,0.407077,0.018262,0.187831,0.014093,0.294643,0.01659,0.68254,0.016761,0.059193,0.008294,0.015542,0.00443,0.039683,0.006787,0.0,0.0,0.861682,0.012853,504
oracle_exception_selector,2,0.769841,0.015144,0.694114,0.016041,0.156415,0.012732,0.018519,0.004668,0.005952,0.002703,0.644511,0.016593,0.060516,0.008523,0.003638,0.002128,0.199405,0.013999,0.417328,0.017601,0.171627,0.013802,0.300595,0.016018,0.668651,0.016206,0.055886,0.008367,0.018519,0.004668,0.042989,0.006881,0.0,0.0,0.865921,0.012819,504
oracle_exception_selector,3,0.770172,0.015085,0.690146,0.015719,0.154101,0.012699,0.013228,0.004043,0.002976,0.001929,0.658399,0.016915,0.065146,0.00899,0.003968,0.002403,0.190476,0.01385,0.406746,0.017532,0.171296,0.013353,0.294643,0.016792,0.680225,0.016613,0.066468,0.008916,0.021495,0.005134,0.046958,0.007397,0.0,0.0,0.865747,0.012325,504
oracle_exception_selector,4,0.773479,0.015104,0.700397,0.016507,0.165013,0.013088,0.015212,0.004195,0.004299,0.002309,0.628638,0.017321,0.061839,0.008349,0.005952,0.002854,0.17791,0.013418,0.399802,0.017587,0.180225,0.01403,0.297619,0.016035,0.678902,0.016314,0.066138,0.009144,0.017196,0.004883,0.041997,0.006957,0.0,0.0,0.870187,0.012803,504
oracle_exception_selector,5,0.758598,0.015661,0.709325,0.015705,0.165675,0.013593,0.016534,0.00445,0.003968,0.002403,0.63922,0.017593,0.05754,0.008102,0.005291,0.002554,0.175265,0.013401,0.398148,0.016816,0.175595,0.013633,0.304563,0.017017,0.674603,0.017078,0.055556,0.008207,0.017857,0.004688,0.047288,0.007743,0.0,0.0,0.860038,0.013539,504
oracle_exception_selector,6,0.760913,0.015378,0.705688,0.016672,0.160714,0.0129,0.013228,0.004043,0.003307,0.002031,0.645833,0.017228,0.061177,0.008585,0.005291,0.002554,0.181548,0.013655,0.406415,0.017602,0.175595,0.013633,0.309524,0.017113,0.669974,0.016615,0.066799,0.008633,0.015542,0.00443,0.041336,0.007454,0.0,0.0,0.86099,0.013207,504
oracle_exception_selector,7,0.762897,0.015746,0.689815,0.01634,0.161706,0.012182,0.018188,0.004723,0.002976,0.001929,0.65873,0.016754,0.063161,0.008671,0.005291,0.002713,0.183201,0.013687,0.401124,0.01738,0.189815,0.013949,0.298611,0.016858,0.660053,0.018017,0.058532,0.00848,0.015542,0.004616,0.044974,0.007491,0.0,0.0,0.861749,0.013441,504
oracle_exception_selector,8,0.766204,0.015506,0.690476,0.016689,0.160714,0.012401,0.012235,0.003908,0.006283,0.002774,0.653439,0.016653,0.063492,0.00853,0.007606,0.003305,0.189484,0.013969,0.402447,0.017605,0.178571,0.014057,0.281085,0.015978,0.67791,0.017622,0.060516,0.008766,0.014881,0.004153,0.036706,0.006822,0.0,0.0,0.864754,0.013062,504
oracle_exception_selector,9,0.767857,0.014883,0.705026,0.016276,0.170304,0.013621,0.014881,0.004153,0.003638,0.002128,0.661045,0.016899,0.06713,0.008878,0.003968,0.002403,0.186177,0.014067,0.406746,0.017723,0.178241,0.01321,0.296296,0.016402,0.67328,0.016809,0.060847,0.008228,0.01455,0.004311,0.049603,0.007604,0.0,0.0,0.869216,0.012643,504
proposed_embodied_scale_exception_audit_v4,0,0.58631,0.018257,0.579034,0.017597,0.221561,0.014556,0.065807,0.008618,0.054563,0.008333,0.543981,0.018211,0.103505,0.011174,0.053902,0.008006,0.186177,0.014334,0.30754,0.01618,0.25463,0.01586,0.253307,0.016256,0.542328,0.016912,0.110119,0.011293,0.045635,0.007627,0.083333,0.009967,0.212963,0.018156,0.65584,0.01812,504
proposed_embodied_scale_exception_audit_v4,1,0.581019,0.017719,0.583003,0.018488,0.215608,0.014515,0.063161,0.008425,0.057209,0.0084,0.525463,0.018502,0.122685,0.011748,0.053241,0.00804,0.19246,0.014243,0.309854,0.017178,0.239087,0.015241,0.255622,0.016251,0.550265,0.017507,0.117394,0.011029,0.040013,0.006741,0.078042,0.0093,0.214947,0.016915,0.648686,0.017985,504
proposed_embodied_scale_exception_audit_v4,2,0.600529,0.017465,0.56713,0.018134,0.213294,0.015375,0.064815,0.008843,0.050265,0.007736,0.507606,0.017263,0.097884,0.010859,0.057209,0.007989,0.181878,0.013729,0.31713,0.016493,0.237103,0.014978,0.25496,0.015565,0.537368,0.017999,0.104828,0.011342,0.042989,0.007579,0.079696,0.010004,0.209325,0.018096,0.667705,0.017816,504
proposed_embodied_scale_exception_audit_v4,3,0.581349,0.016818,0.575397,0.018452,0.20172,0.014121,0.054233,0.007963,0.053571,0.007564,0.532077,0.018446,0.108796,0.010665,0.060516,0.008118,0.181878,0.013134,0.309193,0.016134,0.24504,0.015265,0.262235,0.016015,0.527778,0.017697,0.099206,0.01061,0.044312,0.007351,0.088294,0.010084,0.219577,0.018705,0.6513,0.017275,504
proposed_embodied_scale_exception_audit_v4,4,0.580688,0.017383,0.572751,0.017433,0.213624,0.014035,0.058201,0.008117,0.057209,0.008197,0.542659,0.017744,0.106481,0.010939,0.054233,0.008172,0.184193,0.013287,0.330688,0.016641,0.238757,0.015648,0.254299,0.015674,0.547288,0.018055,0.110119,0.011367,0.035714,0.006707,0.090939,0.010237,0.22586,0.018252,0.650999,0.017729,504
proposed_embodied_scale_exception_audit_v4,5,0.584987,0.016692,0.584325,0.01772,0.213955,0.014629,0.071098,0.009475,0.059854,0.009083,0.523148,0.017819,0.103836,0.010589,0.055556,0.008051,0.187831,0.013103,0.330357,0.016754,0.224537,0.014453,0.253307,0.015433,0.543651,0.018344,0.109788,0.010882,0.042328,0.007151,0.092262,0.010351,0.205026,0.017593,0.654187,0.017146,504
proposed_embodied_scale_exception_audit_v4,6,0.582341,0.017791,0.587302,0.017039,0.217262,0.01434,0.061508,0.008542,0.04795,0.007602,0.52877,0.018143,0.111772,0.011774,0.063161,0.008957,0.197751,0.014251,0.311508,0.016836,0.238095,0.015858,0.250992,0.015271,0.53869,0.018847,0.108796,0.011279,0.04332,0.007076,0.082011,0.009839,0.216601,0.018846,0.652781,0.018118,504
proposed_embodied_scale_exception_audit_v4,7,0.58631,0.01779,0.579696,0.017309,0.210979,0.014426,0.068783,0.009179,0.055556,0.008359,0.527778,0.018027,0.106812,0.010934,0.049934,0.008045,0.191138,0.01375,0.319444,0.01642,0.237765,0.014813,0.277447,0.016571,0.534061,0.017885,0.115741,0.011367,0.041005,0.007383,0.085979,0.00962,0.220238,0.018892,0.651192,0.017967,504
proposed_embodied_scale_exception_audit_v4,8,0.584656,0.017238,0.570767,0.01735,0.214947,0.014819,0.057209,0.008248,0.058201,0.008272,0.537037,0.017805,0.112434,0.011324,0.049603,0.007714,0.170304,0.01334,0.306217,0.016626,0.233796,0.014292,0.258929,0.015196,0.541997,0.01827,0.097553,0.010667,0.041005,0.006972,0.089286,0.010529,0.219907,0.01846,0.65328,0.01756,504
proposed_embodied_scale_exception_audit_v4,9,0.602513,0.017925,0.573082,0.017093,0.214286,0.015144,0.064153,0.008241,0.056878,0.008442,0.526786,0.017529,0.117063,0.01115,0.059854,0.008409,0.176918,0.013218,0.320437,0.01719,0.234127,0.015455,0.252646,0.015731,0.543981,0.017238,0.105489,0.010916,0.042989,0.007467,0.094907,0.011078,0.206349,0.017997,0.670051,0.017862,504
retrieval_augmented_nearest_failure,0,0.460979,0.018492,0.443783,0.017344,0.273479,0.016207,0.097222,0.010631,0.108796,0.010938,0.412037,0.01646,0.137897,0.012241,0.127315,0.012291,0.179563,0.013609,0.286045,0.015898,0.296958,0.015892,0.27414,0.016861,0.438161,0.018045,0.178902,0.013767,0.064484,0.008742,0.125661,0.012059,0.31713,0.021363,0.483702,0.0195,504
retrieval_augmented_nearest_failure,1,0.463294,0.017727,0.446429,0.018327,0.265873,0.015885,0.095238,0.010767,0.108135,0.011065,0.401455,0.016966,0.131283,0.012108,0.117394,0.011477,0.1875,0.01461,0.285384,0.016275,0.290013,0.016323,0.266534,0.016272,0.423611,0.017876,0.178241,0.013893,0.06713,0.009065,0.111442,0.011454,0.313492,0.020464,0.48605,0.01892,504
retrieval_augmented_nearest_failure,2,0.465608,0.017632,0.448413,0.01726,0.268188,0.01468,0.093915,0.010461,0.105489,0.010955,0.414352,0.017189,0.149802,0.011747,0.127315,0.012049,0.194775,0.014075,0.284392,0.016292,0.291667,0.016496,0.268519,0.016178,0.450066,0.01641,0.169974,0.0143,0.063492,0.008916,0.117394,0.011551,0.32209,0.020555,0.488733,0.018387,504
retrieval_augmented_nearest_failure,3,0.472884,0.017941,0.436177,0.017993,0.272817,0.016624,0.09127,0.010599,0.097222,0.010309,0.405423,0.018232,0.140873,0.012137,0.122685,0.011712,0.198082,0.014407,0.299272,0.015865,0.29332,0.016591,0.259921,0.015574,0.447751,0.017318,0.157077,0.013537,0.072751,0.009579,0.123347,0.010836,0.315807,0.020572,0.496597,0.018813,504
retrieval_augmented_nearest_failure,4,0.470569,0.017617,0.455357,0.017825,0.267526,0.015951,0.099537,0.010764,0.104828,0.011079,0.393188,0.018259,0.140873,0.012377,0.117394,0.01205,0.186839,0.013479,0.282407,0.015745,0.291667,0.016699,0.253307,0.015102,0.441468,0.018245,0.174603,0.013807,0.074074,0.009589,0.123677,0.012076,0.320767,0.020549,0.494605,0.018267,504
retrieval_augmented_nearest_failure,5,0.468915,0.018356,0.427579,0.017407,0.261574,0.015886,0.100198,0.010677,0.113757,0.011949,0.409722,0.01804,0.13459,0.011576,0.117063,0.01181,0.189484,0.013415,0.29828,0.016046,0.281085,0.015978,0.267196,0.016241,0.438823,0.018432,0.166667,0.013169,0.071098,0.009159,0.119048,0.011801,0.312831,0.020294,0.489249,0.019313,504
