risk_budget,method,seed,mean_success,ci95_success,mean_rare_failure_recall,ci95_rare_failure_recall,mean_contact_boundary_error,ci95_contact_boundary_error,mean_unsafe_commitment,ci95_unsafe_commitment,mean_overtrust_rate,ci95_overtrust_rate,mean_recovery_success,ci95_recovery_success,mean_tail_risk_rate,ci95_tail_risk_rate,mean_calibration_ece,ci95_calibration_ece,mean_intervention_cost,ci95_intervention_cost,mean_average_scaling_gain,ci95_average_scaling_gain,mean_boundary_risk_slope,ci95_boundary_risk_slope,mean_scale_exception_gap,ci95_scale_exception_gap,mean_boundary_coverage,ci95_boundary_coverage,mean_shortcut_reliance,ci95_shortcut_reliance,mean_morphology_transfer_gap,ci95_morphology_transfer_gap,mean_recoverability_deficit,ci95_recoverability_deficit,mean_regret_to_oracle,ci95_regret_to_oracle,mean_utility,ci95_utility,mean_coverage,ci95_coverage,mean_risk_score,ci95_risk_score,groups
0.12,boundary_aware_scale_exception_audit_v5,3,0.478271,0.041342,0.657407,0.045178,0.189815,0.043008,0.053241,0.020254,0.023148,0.013407,0.56713,0.048636,0.101852,0.03136,0.025463,0.013948,0.25,0.038226,0.270833,0.042092,0.178241,0.04052,0.201389,0.034758,0.594907,0.053993,0.0625,0.018769,0.034722,0.018204,0.060185,0.020742,0.0,0.0,0.541543,0.045061,0.660442,0.051116,0.05963,0.014102,72
0.12,boundary_aware_scale_exception_audit_v5,4,0.489611,0.038441,0.652778,0.039699,0.189815,0.036152,0.041667,0.019113,0.023148,0.013407,0.569444,0.044179,0.099537,0.030071,0.032407,0.015343,0.229167,0.037363,0.358796,0.045533,0.194444,0.038768,0.231481,0.033918,0.597222,0.047371,0.076389,0.028851,0.023148,0.013407,0.078704,0.028144,0.0,0.0,0.549014,0.039935,0.66534,0.045646,0.054769,0.012858,72
0.12,boundary_aware_scale_exception_audit_v5,5,0.514521,0.04553,0.627315,0.05229,0.18287,0.038313,0.039352,0.017687,0.020833,0.014357,0.576389,0.046566,0.085648,0.026635,0.030093,0.014912,0.178241,0.043978,0.3125,0.043793,0.189815,0.038392,0.270833,0.034456,0.641204,0.046888,0.104167,0.031941,0.020833,0.012821,0.06713,0.020082,0.0,0.0,0.578636,0.047728,0.709912,0.045789,0.048981,0.01183,72
0.12,boundary_aware_scale_exception_audit_v5,6,0.47459,0.045486,0.638889,0.046594,0.194444,0.034796,0.041667,0.020176,0.027778,0.015827,0.581019,0.045226,0.085648,0.02584,0.018519,0.013791,0.201389,0.038735,0.298611,0.044737,0.201389,0.03927,0.236111,0.034645,0.606481,0.052216,0.097222,0.028715,0.025463,0.016674,0.076389,0.023241,0.0,0.0,0.540243,0.04836,0.677926,0.051581,0.050046,0.011973,72
0.12,boundary_aware_scale_exception_audit_v5,7,0.479089,0.034979,0.597222,0.051993,0.180556,0.033418,0.039352,0.017687,0.048611,0.018769,0.571759,0.042775,0.097222,0.033418,0.020833,0.014357,0.19213,0.039122,0.333333,0.044766,0.1875,0.040319,0.229167,0.041088,0.618056,0.045431,0.081019,0.025019,0.023148,0.013407,0.071759,0.028035,0.0,0.0,0.54461,0.039752,0.685563,0.042322,0.056528,0.013554,72
0.12,boundary_aware_scale_exception_audit_v5,8,0.527056,0.041953,0.650463,0.042938,0.166667,0.03419,0.032407,0.015343,0.020833,0.012821,0.564815,0.044558,0.071759,0.026505,0.041667,0.016787,0.222222,0.039303,0.314815,0.045485,0.155093,0.036164,0.219907,0.041285,0.631944,0.045201,0.06713,0.02299,0.032407,0.016648,0.069444,0.022148,0.0,0.0,0.597876,0.042366,0.7075,0.043408,0.043056,0.009472,72
0.12,boundary_aware_scale_exception_audit_v5,9,0.512934,0.042471,0.643519,0.044908,0.166667,0.032947,0.048611,0.020875,0.020833,0.012821,0.587963,0.045217,0.078704,0.025002,0.032407,0.015343,0.201389,0.03927,0.3125,0.043314,0.215278,0.041088,0.240741,0.041317,0.641204,0.048205,0.083333,0.022383,0.025463,0.013948,0.064815,0.024651,0.0,0.0,0.581901,0.043525,0.710134,0.046747,0.051019,0.012341,72
0.12,compute_balanced_scaling,0,0.136276,0.0209,0.289352,0.042367,0.337963,0.043331,0.208333,0.036408,0.226852,0.043491,0.331019,0.043099,0.25,0.039831,0.229167,0.043072,0.180556,0.034645,0.344907,0.047624,0.388889,0.040351,0.391204,0.048851,0.261574,0.04326,0.263889,0.041247,0.092593,0.025756,0.171296,0.030969,0.0,0.0,0.091809,0.019402,0.222806,0.04449,0.22625,0.023273,72
0.12,compute_balanced_scaling,1,0.14858,0.027069,0.289352,0.034791,0.347222,0.044179,0.199074,0.038573,0.19213,0.039122,0.25463,0.040851,0.215278,0.037363,0.196759,0.036164,0.166667,0.031654,0.340278,0.042092,0.456019,0.045686,0.372685,0.040088,0.238426,0.045609,0.256944,0.046566,0.078704,0.022357,0.185185,0.038528,0.0,0.0,0.107267,0.026331,0.217398,0.046921,0.202454,0.020056,72
0.12,compute_balanced_scaling,2,0.154678,0.025258,0.238426,0.03758,0.342593,0.04787,0.134259,0.032717,0.210648,0.039827,0.238426,0.034084,0.180556,0.03583,0.224537,0.035484,0.164352,0.033879,0.391204,0.047551,0.377315,0.04614,0.418981,0.049205,0.252315,0.040862,0.238426,0.038675,0.090278,0.028118,0.168981,0.03509,0.0,0.0,0.117612,0.02492,0.257785,0.043172,0.170926,0.020414,72
0.12,compute_balanced_scaling,3,0.147641,0.019172,0.273148,0.038932,0.328704,0.049197,0.162037,0.036535,0.185185,0.040121,0.293981,0.041621,0.215278,0.041088,0.226852,0.038932,0.141204,0.026373,0.375,0.045574,0.388889,0.041874,0.375,0.042738,0.273148,0.038932,0.293981,0.039564,0.092593,0.024932,0.145833,0.034758,0.0,0.0,0.110718,0.019669,0.253023,0.042502,0.188657,0.020642,72
0.12,compute_balanced_scaling,4,0.137337,0.020014,0.291667,0.045574,0.337963,0.04834,0.178241,0.041537,0.208333,0.034037,0.310185,0.041527,0.233796,0.033982,0.212963,0.040979,0.168981,0.039033,0.358796,0.050324,0.409722,0.047012,0.414352,0.044762,0.259259,0.038708,0.268519,0.037429,0.113426,0.032836,0.175926,0.037614,0.0,0.0,0.099352,0.020131,0.24019,0.039688,0.203796,0.020321,72
0.12,compute_balanced_scaling,5,0.14129,0.028018,0.252315,0.039299,0.377315,0.041871,0.143519,0.034978,0.208333,0.036408,0.296296,0.039947,0.210648,0.040348,0.196759,0.04052,0.166667,0.03539,0.37037,0.049302,0.444444,0.046143,0.423611,0.046566,0.268519,0.041652,0.238426,0.035874,0.104167,0.028487,0.171296,0.032929,0.0,0.0,0.105756,0.02675,0.25756,0.042234,0.180648,0.021298,72
0.12,compute_balanced_scaling,6,0.153432,0.022321,0.240741,0.041317,0.287037,0.041985,0.173611,0.037918,0.166667,0.039303,0.300926,0.046879,0.224537,0.045303,0.238426,0.039739,0.171296,0.032929,0.388889,0.049631,0.405093,0.045609,0.425926,0.050419,0.268519,0.038528,0.229167,0.042585,0.106481,0.027645,0.150463,0.03241,0.0,0.0,0.114186,0.023675,0.24731,0.042345,0.19412,0.020209,72
0.12,compute_balanced_scaling,7,0.150898,0.025514,0.289352,0.044762,0.347222,0.049102,0.131944,0.030945,0.203704,0.037242,0.324074,0.044714,0.217593,0.041694,0.217593,0.039111,0.131944,0.038735,0.402778,0.048244,0.476852,0.048052,0.435185,0.043611,0.275463,0.043421,0.282407,0.040164,0.099537,0.028649,0.175926,0.038165,0.0,0.0,0.117372,0.025244,0.275678,0.045094,0.17912,0.019183,72
0.12,compute_balanced_scaling,8,0.156891,0.022285,0.280093,0.042775,0.342593,0.044245,0.164352,0.03568,0.178241,0.035582,0.273148,0.047615,0.25463,0.042846,0.203704,0.0318,0.171296,0.032289,0.351852,0.044087,0.358796,0.043661,0.400463,0.047331,0.273148,0.043008,0.266204,0.046441,0.083333,0.026641,0.125,0.033418,0.0,0.0,0.117278,0.023173,0.258521,0.043268,0.19787,0.018782,72
0.12,compute_balanced_scaling,9,0.155489,0.022983,0.263889,0.042247,0.342593,0.045178,0.150463,0.034891,0.203704,0.037799,0.273148,0.044441,0.238426,0.039211,0.215278,0.037363,0.18287,0.034891,0.337963,0.043331,0.405093,0.057002,0.391204,0.045762,0.240741,0.037614,0.25,0.040865,0.094907,0.025705,0.175926,0.035911,0.0,0.0,0.113072,0.023578,0.225447,0.040388,0.192917,0.019609,72
0.12,conformal_risk_filter,0,0.245986,0.03243,0.402778,0.049102,0.273148,0.041527,0.085648,0.030302,0.085648,0.025019,0.414352,0.045226,0.155093,0.029839,0.106481,0.031193,0.194444,0.038226,0.247685,0.042367,0.277778,0.043823,0.215278,0.038464,0.386574,0.045149,0.166667,0.03539,0.087963,0.030969,0.127315,0.029955,0.0,0.0,0.251573,0.033889,0.433852,0.047805,0.108565,0.016803,72
0.12,conformal_risk_filter,1,0.249277,0.03856,0.395833,0.045431,0.289352,0.040348,0.097222,0.028715,0.090278,0.028851,0.37037,0.048448,0.159722,0.031941,0.113426,0.028035,0.201389,0.038192,0.289352,0.041871,0.275463,0.038854,0.231481,0.037982,0.395833,0.043072,0.178241,0.037856,0.064815,0.024651,0.122685,0.028891,0.0,0.0,0.249241,0.040227,0.438785,0.046499,0.116343,0.017094,72
0.12,conformal_risk_filter,2,0.243259,0.03287,0.409722,0.045201,0.296296,0.043451,0.083333,0.025025,0.111111,0.030988,0.381944,0.047233,0.157407,0.033505,0.136574,0.031869,0.229167,0.042092,0.222222,0.034796,0.298611,0.044267,0.266204,0.036926,0.407407,0.046544,0.206019,0.03509,0.053241,0.02222,0.136574,0.034991,0.0,0.0,0.246667,0.034807,0.45772,0.0479,0.11588,0.013863,72
0.12,conformal_risk_filter,3,0.265936,0.037873,0.393519,0.049759,0.303241,0.039476,0.090278,0.028118,0.097222,0.024815,0.384259,0.048196,0.12963,0.033712,0.131944,0.032907,0.180556,0.033418,0.268519,0.041652,0.328704,0.045676,0.229167,0.035647,0.398148,0.041652,0.138889,0.026641,0.083333,0.025025,0.12037,0.033087,0.0,0.0,0.270833,0.040182,0.451162,0.043444,0.1075,0.01502,72
0.12,conformal_risk_filter,4,0.249517,0.039185,0.407407,0.040294,0.3125,0.049182,0.06713,0.023881,0.12037,0.03245,0.37963,0.045332,0.122685,0.037114,0.122685,0.032302,0.243056,0.04566,0.261574,0.044685,0.314815,0.04215,0.268519,0.042643,0.384259,0.051138,0.189815,0.046281,0.108796,0.031759,0.12037,0.030459,0.0,0.0,0.254289,0.04218,0.438461,0.053199,0.098935,0.015541,72
0.12,conformal_risk_filter,5,0.270929,0.032972,0.407407,0.045638,0.240741,0.042315,0.094907,0.027281,0.085648,0.02584,0.358796,0.045072,0.159722,0.035647,0.131944,0.031613,0.240741,0.038165,0.219907,0.034691,0.31713,0.046216,0.226852,0.041527,0.402778,0.045574,0.175926,0.035911,0.053241,0.020254,0.12963,0.030459,0.0,0.0,0.272471,0.034187,0.45038,0.04886,0.116389,0.016154,72
0.12,conformal_risk_filter,6,0.242705,0.035975,0.43287,0.045533,0.291667,0.044179,0.099537,0.025569,0.094907,0.025705,0.425926,0.040294,0.175926,0.030913,0.113426,0.031539,0.203704,0.037242,0.270833,0.045431,0.303241,0.041537,0.259259,0.04377,0.393519,0.045828,0.185185,0.035717,0.064815,0.022895,0.118056,0.029917,0.0,0.0,0.245564,0.039875,0.43247,0.048136,0.123009,0.016388,72
0.12,conformal_risk_filter,7,0.252198,0.035585,0.384259,0.049899,0.284722,0.047233,0.099537,0.027911,0.081019,0.02417,0.388889,0.050465,0.12963,0.03245,0.099537,0.03273,0.263889,0.044179,0.256944,0.040833,0.337963,0.043331,0.273148,0.042026,0.430556,0.048244,0.217593,0.046432,0.069444,0.023959,0.106481,0.026091,0.0,0.0,0.258048,0.038036,0.477556,0.049427,0.105231,0.0172,72
0.12,conformal_risk_filter,8,0.247101,0.032803,0.412037,0.04834,0.268519,0.045485,0.090278,0.026592,0.090278,0.029566,0.393519,0.043008,0.12963,0.036104,0.12963,0.029766,0.208333,0.04175,0.289352,0.037672,0.298611,0.041843,0.273148,0.044441,0.365741,0.04317,0.166667,0.034796,0.113426,0.032194,0.136574,0.029131,0.0,0.0,0.249266,0.035525,0.41413,0.047299,0.106019,0.017121,72
0.12,conformal_risk_filter,9,0.255173,0.032719,0.425926,0.046544,0.296296,0.042968,0.0625,0.01985,0.094907,0.032836,0.361111,0.041373,0.150463,0.031095,0.12037,0.027582,0.24537,0.041861,0.252315,0.044294,0.335648,0.038494,0.273148,0.042026,0.421296,0.052082,0.19213,0.041704,0.05787,0.021585,0.108796,0.029722,0.0,0.0,0.260732,0.033341,0.478685,0.05302,0.100509,0.013791,72
0.12,data_only_scaling,0,0.136325,0.023189,0.296296,0.037242,0.310185,0.036152,0.152778,0.03583,0.196759,0.038944,0.289352,0.043341,0.196759,0.036164,0.210648,0.034791,0.199074,0.036914,0.284722,0.044969,0.412037,0.042356,0.337963,0.043331,0.240741,0.039772,0.261574,0.045609,0.087963,0.030969,0.180556,0.034645,0.0,0.0,0.105123,0.023213,0.228789,0.042289,0.179676,0.020875,72
0.12,data_only_scaling,1,0.119212,0.02018,0.266204,0.040175,0.377315,0.045686,0.18287,0.036068,0.25463,0.04381,0.300926,0.04119,0.231481,0.040121,0.206019,0.043099,0.171296,0.039816,0.24537,0.04381,0.400463,0.04318,0.375,0.045114,0.238426,0.045609,0.284722,0.049814,0.12037,0.031137,0.185185,0.040121,0.0,0.0,0.079937,0.020878,0.205229,0.04729,0.212685,0.021011,72
0.12,data_only_scaling,2,0.12314,0.022195,0.226852,0.036725,0.358796,0.044607,0.173611,0.031941,0.164352,0.029955,0.259259,0.039772,0.25463,0.035374,0.238426,0.03702,0.171296,0.039816,0.319444,0.040737,0.430556,0.051184,0.354167,0.040833,0.217593,0.038028,0.266204,0.03804,0.097222,0.024815,0.208333,0.036977,0.0,0.0,0.085724,0.020692,0.192819,0.036931,0.202731,0.0168,72
0.12,data_only_scaling,3,0.108592,0.022552,0.263889,0.044649,0.358796,0.048636,0.164352,0.03626,0.229167,0.044031,0.293981,0.042612,0.217593,0.039641,0.208333,0.038633,0.164352,0.03509,0.30787,0.046888,0.474537,0.051957,0.388889,0.044297,0.224537,0.036642,0.268519,0.041148,0.108796,0.027535,0.162037,0.034173,0.0,0.0,0.078094,0.020819,0.206521,0.039012,0.196389,0.021156,72
0.12,data_only_scaling,4,0.127206,0.021233,0.215278,0.037363,0.326389,0.041088,0.203704,0.039421,0.219907,0.035874,0.287037,0.038347,0.212963,0.038888,0.196759,0.033777,0.166667,0.037118,0.3125,0.044737,0.402778,0.054349,0.386574,0.047843,0.238426,0.039211,0.25,0.040865,0.101852,0.032664,0.173611,0.033223,0.0,0.0,0.081711,0.018878,0.203803,0.039738,0.208704,0.021744,72
0.12,data_only_scaling,5,0.123373,0.023487,0.268519,0.040638,0.305556,0.049208,0.180556,0.03583,0.189815,0.03557,0.233796,0.043661,0.210648,0.041369,0.210648,0.038222,0.173611,0.032588,0.331019,0.047258,0.381944,0.046789,0.400463,0.042202,0.201389,0.038735,0.236111,0.040737,0.115741,0.030057,0.212963,0.04579,0.0,0.0,0.083854,0.023489,0.186324,0.035621,0.194259,0.020325,72
0.12,data_only_scaling,6,0.131552,0.030218,0.280093,0.040776,0.333333,0.040865,0.155093,0.036164,0.194444,0.037676,0.261574,0.040261,0.206019,0.03568,0.233796,0.041201,0.185185,0.043611,0.368056,0.043793,0.421296,0.053661,0.321759,0.050185,0.263889,0.048244,0.219907,0.03702,0.115741,0.030057,0.185185,0.039066,0.0,0.0,0.104352,0.030059,0.254174,0.050281,0.185324,0.020627,72
0.12,data_only_scaling,7,0.136575,0.023103,0.247685,0.035386,0.354167,0.043793,0.134259,0.032073,0.215278,0.035057,0.289352,0.045226,0.1875,0.03927,0.194444,0.03419,0.166667,0.03539,0.324074,0.045638,0.412037,0.044284,0.368056,0.047454,0.231481,0.047725,0.266204,0.036356,0.097222,0.028715,0.171296,0.037102,0.0,0.0,0.104765,0.022444,0.24103,0.047774,0.170833,0.019486,72
0.12,data_only_scaling,8,0.133965,0.023558,0.229167,0.040059,0.337963,0.04381,0.168981,0.036832,0.206019,0.040605,0.287037,0.046244,0.231481,0.040121,0.189815,0.037845,0.166667,0.039831,0.333333,0.040865,0.435185,0.047725,0.347222,0.042738,0.194444,0.036551,0.261574,0.042775,0.101852,0.029295,0.203704,0.040466,0.0,0.0,0.095547,0.023294,0.175456,0.038317,0.196481,0.022731,72
0.12,data_only_scaling,9,0.132703,0.020634,0.252315,0.038222,0.314815,0.044558,0.162037,0.031636,0.194444,0.034796,0.280093,0.041788,0.24537,0.044753,0.18287,0.034891,0.199074,0.04068,0.37037,0.04579,0.416667,0.047481,0.37037,0.046693,0.243056,0.036515,0.247685,0.042367,0.094907,0.02488,0.178241,0.04052,0.0,0.0,0.091592,0.020464,0.219384,0.038594,0.194954,0.022904,72
0.12,dropout_risk_filter,0,0.232005,0.031456,0.37963,0.048015,0.277778,0.040865,0.083333,0.027413,0.101852,0.025484,0.395833,0.045888,0.141204,0.030758,0.12037,0.030459,0.226852,0.037845,0.261574,0.035288,0.331019,0.044057,0.261574,0.041788,0.384259,0.050728,0.164352,0.03568,0.083333,0.026641,0.143519,0.034376,0.0,0.0,0.233966,0.033226,0.434488,0.052321,0.107731,0.014905,72
0.12,dropout_risk_filter,1,0.229635,0.035166,0.412037,0.040851,0.321759,0.047184,0.085648,0.026635,0.101852,0.027833,0.37037,0.048448,0.157407,0.035325,0.097222,0.029433,0.215278,0.041593,0.240741,0.039244,0.324074,0.04377,0.273148,0.041527,0.381944,0.048541,0.194444,0.04237,0.071759,0.026505,0.127315,0.031978,0.0,0.0,0.228606,0.035824,0.424896,0.047487,0.11125,0.01756,72
0.12,dropout_risk_filter,2,0.236918,0.032671,0.400463,0.041201,0.293981,0.045457,0.104167,0.031281,0.090278,0.026592,0.356481,0.04537,0.162037,0.036535,0.113426,0.02877,0.219907,0.038131,0.284722,0.043554,0.31713,0.04484,0.25,0.041874,0.377315,0.053669,0.19213,0.041704,0.083333,0.027413,0.138889,0.032947,0.0,0.0,0.235901,0.03584,0.418729,0.055783,0.119954,0.016906,72
0.12,dropout_risk_filter,3,0.24959,0.030404,0.402778,0.044649,0.268519,0.041652,0.092593,0.028082,0.099537,0.031429,0.37963,0.048015,0.127315,0.033258,0.106481,0.02839,0.203704,0.039947,0.247685,0.042856,0.3125,0.042829,0.25463,0.038753,0.386574,0.049977,0.173611,0.041593,0.076389,0.021369,0.115741,0.027896,0.0,0.0,0.253507,0.033956,0.432775,0.053397,0.105648,0.017557,72
0.12,dropout_risk_filter,4,0.235147,0.032426,0.342593,0.049584,0.296296,0.038888,0.097222,0.030134,0.083333,0.026641,0.368056,0.047454,0.12037,0.026024,0.122685,0.034186,0.231481,0.040121,0.256944,0.041341,0.342593,0.040808,0.261574,0.038675,0.354167,0.039798,0.215278,0.037363,0.106481,0.027645,0.12037,0.029056,0.0,0.0,0.231459,0.03345,0.410806,0.041,0.104213,0.015343,72
0.12,dropout_risk_filter,5,0.230726,0.033523,0.37037,0.048015,0.263889,0.046481,0.111111,0.031654,0.101852,0.02629,0.405093,0.041788,0.173611,0.035647,0.094907,0.027281,0.206019,0.041621,0.275463,0.039388,0.293981,0.039564,0.238426,0.035288,0.358796,0.048636,0.199074,0.039641,0.064815,0.020993,0.150463,0.031759,0.0,0.0,0.224803,0.035964,0.394725,0.051011,0.126574,0.017421,72
0.12,dropout_risk_filter,6,0.227001,0.029921,0.402778,0.047371,0.296296,0.042968,0.115741,0.027896,0.12963,0.03245,0.398148,0.040638,0.162037,0.037102,0.12037,0.033087,0.201389,0.038735,0.273148,0.037845,0.296296,0.042479,0.256944,0.042829,0.384259,0.044597,0.155093,0.034389,0.078704,0.026619,0.145833,0.035939,0.0,0.0,0.221348,0.033401,0.411822,0.046801,0.132593,0.018146,72
0.12,dropout_risk_filter,7,0.225001,0.031174,0.416667,0.045689,0.319444,0.049525,0.108796,0.028283,0.101852,0.028573,0.425926,0.046544,0.136574,0.03053,0.097222,0.027222,0.217593,0.04119,0.268519,0.041652,0.340278,0.046789,0.25,0.044297,0.372685,0.044057,0.18287,0.033048,0.099537,0.028649,0.141204,0.03273,0.0,0.0,0.228598,0.033802,0.421873,0.046337,0.114722,0.014643,72
0.12,dropout_risk_filter,8,0.241908,0.03499,0.405093,0.049558,0.300926,0.042684,0.101852,0.027073,0.108796,0.029011,0.402778,0.05279,0.136574,0.031207,0.155093,0.038404,0.210648,0.039827,0.25,0.039303,0.298611,0.044737,0.238426,0.035874,0.372685,0.048565,0.166667,0.038226,0.101852,0.027073,0.136574,0.03053,0.0,0.0,0.242882,0.03759,0.417387,0.048787,0.118843,0.015838,72
0.12,dropout_risk_filter,9,0.210515,0.031325,0.428241,0.042775,0.280093,0.042775,0.081019,0.025019,0.12963,0.0318,0.363426,0.047184,0.189815,0.038392,0.136574,0.035582,0.215278,0.031281,0.229167,0.035057,0.347222,0.046481,0.231481,0.040638,0.416667,0.046143,0.168981,0.037948,0.069444,0.023072,0.108796,0.029011,0.0,0.0,0.21095,0.034042,0.449979,0.045984,0.127963,0.018096,72
0.12,ensemble_uncertainty_gate,0,0.213714,0.028744,0.4375,0.058666,0.328704,0.04834,0.104167,0.026982,0.101852,0.027833,0.386574,0.046065,0.164352,0.03568,0.155093,0.034389,0.226852,0.038932,0.261574,0.041788,0.331019,0.045457,0.277778,0.05005,0.391204,0.048851,0.196759,0.043501,0.099537,0.030071,0.143519,0.03314,0.0,0.0,0.212974,0.028538,0.424697,0.050601,0.126898,0.017382,72
0.12,ensemble_uncertainty_gate,1,0.19347,0.028748,0.398148,0.039597,0.314815,0.046394,0.12963,0.027582,0.152778,0.034645,0.393519,0.043491,0.162037,0.031636,0.131944,0.031613,0.208333,0.043704,0.275463,0.039388,0.3125,0.045201,0.215278,0.041088,0.358796,0.049487,0.196759,0.043978,0.090278,0.032266,0.118056,0.032588,0.0,0.0,0.185008,0.028866,0.383998,0.051286,0.14375,0.014962,72
0.12,ensemble_uncertainty_gate,2,0.219887,0.029967,0.340278,0.038464,0.291667,0.035243,0.108796,0.031095,0.101852,0.02629,0.388889,0.038226,0.164352,0.036832,0.12037,0.029056,0.208333,0.039699,0.263889,0.038089,0.314815,0.046394,0.256944,0.045201,0.37963,0.045332,0.180556,0.040737,0.076389,0.024122,0.125,0.034645,0.0,0.0,0.213168,0.030853,0.411255,0.049992,0.12537,0.018184,72
0.12,ensemble_uncertainty_gate,3,0.198029,0.033134,0.363426,0.043501,0.333333,0.039303,0.092593,0.028082,0.101852,0.030687,0.400463,0.048636,0.138889,0.035975,0.138889,0.036551,0.210648,0.043341,0.266204,0.039122,0.349537,0.046216,0.289352,0.037114,0.384259,0.048627,0.159722,0.035057,0.048611,0.01985,0.136574,0.031869,0.0,0.0,0.200006,0.034969,0.437586,0.048882,0.112778,0.013347,72
0.12,ensemble_uncertainty_gate,4,0.241688,0.030314,0.421296,0.052878,0.303241,0.041032,0.125,0.035243,0.138889,0.030988,0.377315,0.049628,0.12963,0.029766,0.148148,0.040121,0.238426,0.03758,0.224537,0.036642,0.328704,0.04381,0.319444,0.045114,0.372685,0.036832,0.185185,0.039597,0.071759,0.02488,0.113426,0.028035,0.0,0.0,0.230637,0.032929,0.403773,0.043103,0.131204,0.019016,72
0.12,ensemble_uncertainty_gate,5,0.247986,0.032184,0.416667,0.044766,0.270833,0.036228,0.115741,0.033969,0.141204,0.033982,0.342593,0.044714,0.166667,0.036551,0.138889,0.031654,0.194444,0.047919,0.270833,0.0368,0.324074,0.046544,0.293981,0.045457,0.365741,0.04598,0.206019,0.039033,0.085648,0.02584,0.141204,0.035189,0.0,0.0,0.238235,0.034219,0.397644,0.051217,0.137917,0.016466,72
0.12,ensemble_uncertainty_gate,6,0.218716,0.031495,0.388889,0.048782,0.300926,0.041694,0.111111,0.030306,0.125,0.034037,0.384259,0.048196,0.12963,0.03245,0.150463,0.028283,0.229167,0.041088,0.273148,0.03999,0.351852,0.047285,0.231481,0.041652,0.368056,0.046566,0.215278,0.042585,0.074074,0.026554,0.104167,0.029917,0.0,0.0,0.217029,0.032594,0.411845,0.0488,0.123102,0.016706,72
0.12,ensemble_uncertainty_gate,7,0.232834,0.030366,0.375,0.043704,0.30787,0.04318,0.097222,0.026444,0.101852,0.03136,0.326389,0.044031,0.150463,0.03241,0.145833,0.032907,0.206019,0.03449,0.282407,0.036344,0.331019,0.044529,0.273148,0.047615,0.356481,0.03999,0.166667,0.033574,0.097222,0.028715,0.125,0.030134,0.0,0.0,0.225241,0.031358,0.401481,0.042216,0.118889,0.015593,72
0.12,ensemble_uncertainty_gate,8,0.231256,0.03049,0.333333,0.038226,0.310185,0.048052,0.085648,0.025019,0.115741,0.030743,0.356481,0.048052,0.157407,0.031581,0.150463,0.033673,0.180556,0.034037,0.238426,0.04374,0.342593,0.043291,0.261574,0.044215,0.354167,0.050023,0.164352,0.03626,0.081019,0.023291,0.148148,0.033918,0.0,0.0,0.224616,0.032216,0.399491,0.051347,0.119074,0.016027,72
0.12,ensemble_uncertainty_gate,9,0.216822,0.032377,0.372685,0.05425,0.298611,0.042339,0.099537,0.026373,0.138889,0.031654,0.386574,0.051215,0.141204,0.030071,0.141204,0.031429,0.208333,0.040737,0.282407,0.045063,0.356481,0.04252,0.261574,0.042284,0.37963,0.051781,0.19213,0.036356,0.060185,0.020742,0.122685,0.026635,0.0,0.0,0.213093,0.034123,0.417907,0.050553,0.123287,0.016486,72
0.12,generic_scaling_law_extrapolator,0,0.138247,0.024139,0.236111,0.038633,0.372685,0.046366,0.164352,0.03509,0.19213,0.039122,0.247685,0.050874,0.224537,0.041954,0.256944,0.041341,0.125,0.028715,0.358796,0.043661,0.423611,0.042339,0.43287,0.051957,0.208333,0.040222,0.275463,0.037207,0.078704,0.023272,0.180556,0.040222,0.0,0.0,0.099405,0.024568,0.190731,0.042838,0.196667,0.022484,72
0.12,generic_scaling_law_extrapolator,1,0.139375,0.022363,0.212963,0.042968,0.340278,0.041088,0.143519,0.02839,0.247685,0.039827,0.222222,0.039303,0.210648,0.040348,0.240741,0.035325,0.148148,0.035127,0.372685,0.044995,0.402778,0.048675,0.395833,0.052268,0.298611,0.040833,0.263889,0.036408,0.076389,0.025795,0.166667,0.03419,0.0,0.0,0.098937,0.020996,0.280093,0.043943,0.19213,0.017109,72
0.12,generic_scaling_law_extrapolator,2,0.134486,0.02174,0.189815,0.038392,0.314815,0.041148,0.157407,0.032876,0.208333,0.040737,0.252315,0.040862,0.206019,0.032624,0.236111,0.040222,0.210648,0.042367,0.377315,0.048779,0.449074,0.046432,0.474537,0.044607,0.219907,0.038675,0.280093,0.045609,0.111111,0.028164,0.171296,0.031636,0.0,0.0,0.088446,0.019716,0.206685,0.038391,0.189028,0.02055,72
0.12,generic_scaling_law_extrapolator,3,0.112666,0.021405,0.266204,0.045533,0.358796,0.049487,0.148148,0.035717,0.215278,0.036228,0.261574,0.04326,0.199074,0.04068,0.243056,0.042829,0.1875,0.034758,0.351852,0.04215,0.425926,0.04787,0.409722,0.041843,0.203704,0.039421,0.298611,0.046115,0.12037,0.033087,0.152778,0.03583,0.0,0.0,0.079005,0.02075,0.20247,0.041325,0.185,0.020656,72
0.12,generic_scaling_law_extrapolator,4,0.151339,0.023548,0.194444,0.038226,0.335648,0.047697,0.150463,0.034891,0.194444,0.039831,0.275463,0.041954,0.194444,0.040865,0.252315,0.044762,0.145833,0.034152,0.368056,0.046566,0.456019,0.050047,0.472222,0.047481,0.240741,0.040294,0.247685,0.044762,0.104167,0.030606,0.201389,0.042829,0.0,0.0,0.111303,0.024565,0.239225,0.04508,0.181759,0.022929,72
