method,split,seed,mean_success,ci95_success,mean_rare_failure_recall,ci95_rare_failure_recall,mean_contact_boundary_error,ci95_contact_boundary_error,mean_unsafe_commitment,ci95_unsafe_commitment,mean_overtrust_rate,ci95_overtrust_rate,mean_recovery_success,ci95_recovery_success,mean_tail_risk_rate,ci95_tail_risk_rate,mean_calibration_ece,ci95_calibration_ece,mean_intervention_cost,ci95_intervention_cost,mean_average_scaling_gain,ci95_average_scaling_gain,mean_boundary_risk_slope,ci95_boundary_risk_slope,mean_scale_exception_gap,ci95_scale_exception_gap,mean_boundary_coverage,ci95_boundary_coverage,mean_shortcut_reliance,ci95_shortcut_reliance,mean_morphology_transfer_gap,ci95_morphology_transfer_gap,mean_recoverability_deficit,ci95_recoverability_deficit,mean_regret_to_oracle,ci95_regret_to_oracle,mean_utility,ci95_utility,groups
data_only_scaling,cross_robot_morphology,6,0.354167,0.045201,0.310185,0.04537,0.347222,0.049102,0.155093,0.032517,0.152778,0.035243,0.275463,0.046216,0.203704,0.040466,0.166667,0.03539,0.171296,0.036535,0.333333,0.043823,0.414352,0.048349,0.395833,0.041088,0.259259,0.039772,0.224537,0.038854,0.090278,0.025795,0.164352,0.031318,0.43287,0.057669,0.310312,0.044035,72
data_only_scaling,cross_robot_morphology,7,0.324074,0.044245,0.291667,0.037537,0.31713,0.04484,0.145833,0.031613,0.201389,0.036515,0.273148,0.038392,0.194444,0.035975,0.19213,0.035777,0.168981,0.03449,0.303241,0.044918,0.377315,0.042367,0.31713,0.038854,0.25463,0.035959,0.233796,0.04318,0.104167,0.02921,0.178241,0.037856,0.446759,0.057729,0.282326,0.047482,72
data_only_scaling,cross_robot_morphology,8,0.365741,0.048627,0.298611,0.040833,0.326389,0.043072,0.150463,0.031759,0.145833,0.027366,0.358796,0.04777,0.159722,0.035057,0.168981,0.036832,0.157407,0.034122,0.30787,0.044136,0.375,0.046928,0.375,0.049525,0.240741,0.041819,0.196759,0.031869,0.131944,0.030263,0.162037,0.041861,0.418981,0.063962,0.333275,0.048542,72
data_only_scaling,cross_robot_morphology,9,0.305556,0.048782,0.277778,0.040865,0.298611,0.043793,0.141204,0.035189,0.171296,0.038211,0.293981,0.048993,0.1875,0.038735,0.201389,0.038735,0.145833,0.033535,0.354167,0.04566,0.412037,0.050038,0.391204,0.041453,0.287037,0.035521,0.233796,0.045072,0.097222,0.027222,0.155093,0.035582,0.483796,0.058567,0.267998,0.050925,72
data_only_scaling,embodiment_shift,0,0.356481,0.047175,0.252315,0.041369,0.305556,0.043344,0.122685,0.034791,0.159722,0.033845,0.30787,0.049487,0.189815,0.037289,0.208333,0.036977,0.159722,0.034456,0.277778,0.038226,0.37963,0.050142,0.356481,0.04537,0.233796,0.037487,0.236111,0.040222,0.12037,0.029056,0.180556,0.034645,0.418981,0.054057,0.314711,0.048039,72
data_only_scaling,embodiment_shift,1,0.398148,0.047725,0.270833,0.045431,0.275463,0.040434,0.152778,0.034037,0.166667,0.03419,0.296296,0.044869,0.203704,0.036104,0.166667,0.032947,0.159722,0.033223,0.358796,0.040175,0.351852,0.043611,0.372685,0.041621,0.238426,0.038675,0.206019,0.03449,0.108796,0.031095,0.12963,0.031137,0.391204,0.054506,0.352188,0.050083,72
data_only_scaling,embodiment_shift,2,0.342593,0.042806,0.261574,0.03758,0.324074,0.048735,0.12963,0.033087,0.18287,0.042449,0.289352,0.043341,0.196759,0.037301,0.185185,0.035717,0.148148,0.035717,0.331019,0.04212,0.351852,0.043611,0.342593,0.040808,0.24537,0.036535,0.231481,0.040638,0.092593,0.028082,0.148148,0.035127,0.439815,0.052216,0.298877,0.04239,72
data_only_scaling,embodiment_shift,3,0.400463,0.050324,0.24537,0.032929,0.296296,0.038888,0.166667,0.038768,0.19213,0.039652,0.266204,0.044136,0.166667,0.032947,0.150463,0.031759,0.143519,0.029824,0.331019,0.04212,0.386574,0.046516,0.372685,0.043099,0.30787,0.042202,0.215278,0.039535,0.087963,0.027392,0.152778,0.034645,0.391204,0.057124,0.357639,0.052649,72
data_only_scaling,embodiment_shift,4,0.368056,0.047892,0.300926,0.045063,0.273148,0.03999,0.148148,0.028573,0.168981,0.033879,0.261574,0.047843,0.199074,0.039641,0.175926,0.035325,0.148148,0.033297,0.342593,0.042315,0.347222,0.05279,0.405093,0.04326,0.243056,0.040833,0.222222,0.039303,0.069444,0.024815,0.12037,0.031137,0.423611,0.06229,0.325324,0.046884,72
data_only_scaling,embodiment_shift,5,0.356481,0.043968,0.252315,0.038222,0.321759,0.049347,0.131944,0.031613,0.1875,0.040319,0.233796,0.042202,0.199074,0.04317,0.173611,0.040059,0.1875,0.035353,0.314815,0.039597,0.361111,0.04237,0.331019,0.044529,0.25463,0.037661,0.261574,0.039739,0.090278,0.027366,0.157407,0.032235,0.423611,0.055559,0.306944,0.04544,72
data_only_scaling,embodiment_shift,6,0.361111,0.041373,0.291667,0.044649,0.282407,0.047322,0.138889,0.034796,0.175926,0.037055,0.280093,0.044215,0.157407,0.034122,0.18287,0.037207,0.171296,0.031636,0.344907,0.04538,0.344907,0.042531,0.368056,0.040833,0.247685,0.038222,0.217593,0.04119,0.081019,0.026635,0.152778,0.031489,0.384259,0.051948,0.321759,0.042555,72
data_only_scaling,embodiment_shift,7,0.365741,0.04598,0.287037,0.041485,0.296296,0.046693,0.127315,0.03509,0.178241,0.038404,0.263889,0.042247,0.208333,0.044179,0.212963,0.039421,0.136574,0.034991,0.337963,0.040851,0.407407,0.041819,0.358796,0.044607,0.296296,0.041985,0.194444,0.038226,0.078704,0.028876,0.145833,0.035353,0.386574,0.057729,0.329248,0.046491,72
data_only_scaling,embodiment_shift,8,0.37037,0.048877,0.263889,0.04175,0.25463,0.038753,0.145833,0.033535,0.148148,0.02629,0.296296,0.038888,0.159722,0.033845,0.159722,0.035647,0.178241,0.033777,0.349537,0.047988,0.381944,0.042585,0.37963,0.040466,0.277778,0.043823,0.189815,0.036725,0.127315,0.029955,0.131944,0.032907,0.446759,0.061917,0.334711,0.047448,72
data_only_scaling,embodiment_shift,9,0.342593,0.044245,0.280093,0.047405,0.342593,0.047432,0.138889,0.038226,0.157407,0.035325,0.252315,0.038764,0.175926,0.037055,0.185185,0.041148,0.162037,0.033557,0.319444,0.043224,0.377315,0.04382,0.363426,0.047184,0.291667,0.047371,0.18287,0.037764,0.099537,0.032086,0.162037,0.034779,0.425926,0.054784,0.303079,0.048365,72
data_only_scaling,heldout_exception_composition,0,0.30787,0.047331,0.256944,0.034758,0.3125,0.043314,0.141204,0.036356,0.217593,0.04068,0.261574,0.045609,0.222222,0.039303,0.229167,0.041088,0.143519,0.03314,0.351852,0.045485,0.386574,0.049558,0.351852,0.041148,0.256944,0.043793,0.236111,0.042738,0.090278,0.028851,0.150463,0.031759,0.425926,0.062608,0.264514,0.044796,72
data_only_scaling,heldout_exception_composition,1,0.3125,0.038192,0.280093,0.042284,0.310185,0.044908,0.166667,0.03419,0.18287,0.035484,0.319444,0.043224,0.19213,0.037487,0.203704,0.038347,0.143519,0.03557,0.324074,0.046544,0.381944,0.047233,0.365741,0.044126,0.240741,0.041819,0.226852,0.03999,0.104167,0.030606,0.12963,0.029766,0.4375,0.047673,0.26603,0.03867,72
data_only_scaling,heldout_exception_composition,2,0.321759,0.054186,0.291667,0.040737,0.372685,0.051486,0.134259,0.034578,0.199074,0.04068,0.291667,0.038633,0.178241,0.042037,0.194444,0.03419,0.171296,0.037102,0.310185,0.043008,0.402778,0.040737,0.377315,0.043341,0.217593,0.04119,0.194444,0.03419,0.138889,0.03539,0.150463,0.037207,0.458333,0.057339,0.278484,0.052556,72
data_only_scaling,heldout_exception_composition,3,0.270833,0.043072,0.256944,0.039798,0.361111,0.04523,0.150463,0.031759,0.180556,0.030134,0.291667,0.043224,0.178241,0.033777,0.219907,0.041285,0.168981,0.03449,0.310185,0.042026,0.412037,0.042356,0.391204,0.050531,0.240741,0.037614,0.212963,0.038347,0.101852,0.032018,0.180556,0.037537,0.493056,0.05795,0.223553,0.040553,72
data_only_scaling,heldout_exception_composition,4,0.324074,0.054017,0.328704,0.044284,0.365741,0.050728,0.115741,0.030743,0.194444,0.037676,0.287037,0.038888,0.219907,0.032836,0.175926,0.035911,0.18287,0.039388,0.319444,0.049525,0.37963,0.051781,0.384259,0.047322,0.277778,0.040351,0.236111,0.043704,0.099537,0.027911,0.178241,0.038404,0.44213,0.066574,0.286678,0.054829,72
data_only_scaling,heldout_exception_composition,5,0.31713,0.050531,0.277778,0.040351,0.305556,0.044766,0.173611,0.037918,0.203704,0.038347,0.243056,0.046566,0.194444,0.034796,0.189815,0.042026,0.18287,0.038313,0.284722,0.045431,0.412037,0.046581,0.351852,0.045485,0.282407,0.038028,0.215278,0.038464,0.087963,0.028144,0.166667,0.03419,0.435185,0.063161,0.268669,0.048492,72
data_only_scaling,heldout_exception_composition,6,0.287037,0.044401,0.287037,0.041985,0.372685,0.041116,0.155093,0.03053,0.219907,0.03758,0.291667,0.036977,0.206019,0.042612,0.206019,0.03509,0.175926,0.034122,0.365741,0.047761,0.405093,0.047843,0.344907,0.048493,0.25,0.040865,0.229167,0.040577,0.113426,0.030187,0.171296,0.036535,0.5,0.063637,0.244884,0.043546,72
data_only_scaling,heldout_exception_composition,7,0.277778,0.043344,0.240741,0.042315,0.305556,0.039831,0.145833,0.035353,0.157407,0.031581,0.259259,0.043291,0.1875,0.035353,0.226852,0.031855,0.175926,0.035911,0.340278,0.051056,0.414352,0.044294,0.347222,0.051184,0.280093,0.047843,0.273148,0.033764,0.101852,0.024651,0.157407,0.032876,0.467593,0.060142,0.239248,0.042878,72
data_only_scaling,heldout_exception_composition,8,0.319444,0.041247,0.233796,0.042694,0.372685,0.047697,0.141204,0.03804,0.196759,0.039476,0.25,0.04237,0.217593,0.040164,0.208333,0.03917,0.175926,0.036487,0.347222,0.045574,0.384259,0.050728,0.388889,0.050465,0.224537,0.035484,0.256944,0.044267,0.104167,0.032588,0.166667,0.032947,0.43287,0.05583,0.263148,0.041905,72
data_only_scaling,heldout_exception_composition,9,0.300926,0.046432,0.289352,0.042856,0.344907,0.045838,0.152778,0.037537,0.1875,0.034152,0.275463,0.039914,0.210648,0.038764,0.201389,0.037083,0.168981,0.033879,0.30787,0.036356,0.414352,0.045686,0.361111,0.044297,0.25463,0.039288,0.263889,0.044179,0.106481,0.031193,0.159722,0.041593,0.4375,0.059021,0.257292,0.047261,72
data_only_scaling,nominal_scaling,0,0.513889,0.045574,0.259259,0.048304,0.256944,0.044737,0.097222,0.027222,0.136574,0.031207,0.287037,0.039421,0.171296,0.034779,0.162037,0.037102,0.157407,0.035911,0.37963,0.042968,0.287037,0.043451,0.349537,0.046216,0.280093,0.046065,0.231481,0.044558,0.081019,0.02584,0.122685,0.035386,0.298611,0.050023,0.485185,0.048371,72
data_only_scaling,nominal_scaling,1,0.444444,0.046143,0.293981,0.044057,0.310185,0.048913,0.099537,0.027153,0.141204,0.035189,0.347222,0.04781,0.171296,0.034173,0.152778,0.034645,0.141204,0.035777,0.349537,0.045762,0.298611,0.047454,0.400463,0.050737,0.314815,0.040121,0.224537,0.040947,0.069444,0.020176,0.125,0.027222,0.375,0.053575,0.421215,0.04744,72
data_only_scaling,nominal_scaling,2,0.472222,0.047919,0.282407,0.040164,0.270833,0.035647,0.115741,0.032717,0.141204,0.035189,0.293981,0.045913,0.185185,0.040638,0.162037,0.034779,0.150463,0.033673,0.347222,0.044179,0.284722,0.049814,0.354167,0.046115,0.331019,0.051079,0.229167,0.045888,0.085648,0.029605,0.12037,0.029766,0.372685,0.055392,0.443831,0.05255,72
data_only_scaling,nominal_scaling,3,0.472222,0.047481,0.300926,0.046432,0.293981,0.040605,0.090278,0.034758,0.159722,0.033223,0.300926,0.046432,0.159722,0.0368,0.162037,0.036535,0.12037,0.033087,0.328704,0.041359,0.326389,0.042585,0.365741,0.045063,0.298611,0.040319,0.1875,0.041341,0.071759,0.024026,0.12037,0.031137,0.363426,0.054186,0.449653,0.050141,72
data_only_scaling,nominal_scaling,4,0.511574,0.052224,0.3125,0.043314,0.261574,0.039211,0.092593,0.025756,0.164352,0.036832,0.282407,0.04068,0.171296,0.035374,0.164352,0.032624,0.127315,0.026241,0.356481,0.045828,0.3125,0.03927,0.328704,0.04381,0.259259,0.045638,0.215278,0.044031,0.087963,0.028144,0.108796,0.029011,0.298611,0.058488,0.491308,0.053632,72
data_only_scaling,nominal_scaling,5,0.465278,0.050023,0.344907,0.047184,0.291667,0.036977,0.106481,0.029824,0.148148,0.03136,0.305556,0.040865,0.173611,0.033845,0.171296,0.032929,0.141204,0.033362,0.354167,0.047012,0.289352,0.04659,0.358796,0.046888,0.30787,0.040175,0.201389,0.042829,0.071759,0.02488,0.106481,0.032504,0.347222,0.056606,0.445706,0.051873,72
data_only_scaling,nominal_scaling,6,0.469907,0.048493,0.287037,0.050142,0.282407,0.045523,0.083333,0.025025,0.155093,0.029839,0.247685,0.042367,0.141204,0.033982,0.150463,0.033673,0.164352,0.032624,0.361111,0.043344,0.321759,0.038944,0.393519,0.04252,0.298611,0.046115,0.196759,0.04445,0.071759,0.024026,0.106481,0.029824,0.365741,0.053532,0.44331,0.051332,72
data_only_scaling,nominal_scaling,7,0.481481,0.051104,0.328704,0.045676,0.303241,0.051011,0.099537,0.028649,0.203704,0.035521,0.337963,0.042356,0.143519,0.034376,0.159722,0.031281,0.115741,0.026356,0.368056,0.050023,0.347222,0.044179,0.388889,0.047919,0.31713,0.039388,0.199074,0.039641,0.0625,0.01985,0.104167,0.027744,0.337963,0.055572,0.460208,0.053466,72
data_only_scaling,nominal_scaling,8,0.456019,0.05815,0.347222,0.039699,0.287037,0.043929,0.099537,0.029369,0.155093,0.033777,0.282407,0.045523,0.189815,0.038392,0.162037,0.032289,0.134259,0.031415,0.342593,0.044714,0.319444,0.046928,0.377315,0.050874,0.303241,0.049768,0.240741,0.043291,0.087963,0.02959,0.101852,0.030687,0.377315,0.054442,0.435949,0.059593,72
data_only_scaling,nominal_scaling,9,0.467593,0.052349,0.31713,0.050531,0.296296,0.043451,0.101852,0.023789,0.148148,0.035717,0.287037,0.04579,0.152778,0.030819,0.175926,0.033505,0.143519,0.034376,0.37037,0.044401,0.337963,0.050038,0.384259,0.045063,0.289352,0.041369,0.203704,0.035521,0.064815,0.023789,0.108796,0.026766,0.37037,0.058589,0.442396,0.055756,72
data_only_scaling,recovery_scarcity,0,0.333333,0.045689,0.261574,0.041788,0.282407,0.04068,0.141204,0.033362,0.141204,0.030758,0.263889,0.040222,0.226852,0.03999,0.18287,0.036642,0.159722,0.040059,0.354167,0.042829,0.361111,0.048782,0.37037,0.044869,0.296296,0.044401,0.224537,0.042449,0.092593,0.026554,0.180556,0.03583,0.418981,0.056326,0.292627,0.046445,72
data_only_scaling,recovery_scarcity,1,0.388889,0.04523,0.277778,0.040865,0.3125,0.050439,0.168981,0.039033,0.178241,0.035582,0.314815,0.045485,0.1875,0.036515,0.199074,0.037475,0.150463,0.034288,0.333333,0.043823,0.412037,0.047027,0.363426,0.038944,0.243056,0.037083,0.194444,0.03419,0.083333,0.027413,0.19213,0.036926,0.400463,0.052754,0.346042,0.044981,72
data_only_scaling,recovery_scarcity,2,0.335648,0.044057,0.273148,0.036725,0.321759,0.043019,0.148148,0.036867,0.164352,0.037948,0.252315,0.038764,0.226852,0.043491,0.189815,0.037289,0.180556,0.033418,0.321759,0.048493,0.375,0.045114,0.347222,0.051993,0.280093,0.041788,0.206019,0.040088,0.069444,0.023072,0.159722,0.035057,0.446759,0.052423,0.28853,0.044618,72
data_only_scaling,recovery_scarcity,3,0.347222,0.040737,0.243056,0.040833,0.31713,0.044372,0.12963,0.031137,0.148148,0.032018,0.247685,0.041871,0.194444,0.04286,0.171296,0.037102,0.150463,0.036068,0.324074,0.046544,0.377315,0.049628,0.398148,0.043611,0.261574,0.049558,0.203704,0.042479,0.101852,0.027833,0.134259,0.027896,0.430556,0.050774,0.301123,0.041696,72
data_only_scaling,recovery_scarcity,4,0.356481,0.044908,0.275463,0.036642,0.300926,0.038028,0.145833,0.031613,0.19213,0.034591,0.256944,0.046566,0.1875,0.038192,0.180556,0.036408,0.173611,0.033845,0.356481,0.048052,0.337963,0.046581,0.407407,0.038165,0.25463,0.036535,0.194444,0.035975,0.083333,0.024176,0.162037,0.033557,0.439815,0.058619,0.308866,0.044799,72
data_only_scaling,recovery_scarcity,5,0.381944,0.048969,0.289352,0.045686,0.331019,0.048565,0.178241,0.042531,0.171296,0.035959,0.277778,0.040351,0.236111,0.035243,0.196759,0.040001,0.224537,0.040434,0.3125,0.047454,0.412037,0.047907,0.340278,0.044503,0.273148,0.03999,0.24537,0.035374,0.076389,0.023241,0.152778,0.028715,0.407407,0.053238,0.335046,0.047495,72
data_only_scaling,recovery_scarcity,6,0.333333,0.049631,0.247685,0.030302,0.310185,0.042026,0.122685,0.029605,0.180556,0.036408,0.259259,0.032876,0.206019,0.03509,0.212963,0.033087,0.141204,0.035777,0.335648,0.04212,0.400463,0.04318,0.361111,0.039831,0.266204,0.035777,0.243056,0.037641,0.06713,0.027153,0.159722,0.033845,0.414352,0.054057,0.289942,0.050673,72
data_only_scaling,recovery_scarcity,7,0.314815,0.040121,0.266204,0.041704,0.3125,0.041843,0.152778,0.027222,0.168981,0.039033,0.247685,0.041369,0.166667,0.032307,0.19213,0.035189,0.173611,0.0368,0.296296,0.045332,0.368056,0.046566,0.377315,0.042367,0.268519,0.044558,0.210648,0.035971,0.085648,0.028159,0.152778,0.036977,0.44213,0.054506,0.267766,0.040889,72
data_only_scaling,recovery_scarcity,8,0.319444,0.046481,0.298611,0.044737,0.342593,0.041819,0.148148,0.037429,0.18287,0.037207,0.224537,0.036642,0.171296,0.034173,0.145833,0.037083,0.173611,0.030606,0.324074,0.038165,0.398148,0.045942,0.368056,0.047454,0.270833,0.040059,0.25,0.038768,0.113426,0.035874,0.1875,0.039798,0.444444,0.059571,0.281019,0.0463,72
data_only_scaling,recovery_scarcity,9,0.342593,0.050419,0.261574,0.038675,0.319444,0.042247,0.138889,0.03539,0.194444,0.04237,0.277778,0.038226,0.173611,0.035647,0.203704,0.043451,0.168981,0.040088,0.356481,0.051002,0.377315,0.041369,0.354167,0.050851,0.273148,0.03999,0.217593,0.044126,0.113426,0.03087,0.148148,0.034528,0.453704,0.060345,0.301134,0.051994,72
data_only_scaling,shortcut_shift,0,0.37963,0.044869,0.266204,0.039122,0.305556,0.040865,0.138889,0.028164,0.19213,0.036926,0.266204,0.039122,0.189815,0.038392,0.189815,0.038932,0.1875,0.034152,0.303241,0.04052,0.361111,0.043823,0.356481,0.044441,0.252315,0.04614,0.259259,0.047432,0.074074,0.02408,0.162037,0.032929,0.400463,0.058389,0.333669,0.045421,72
data_only_scaling,shortcut_shift,1,0.319444,0.04603,0.310185,0.043008,0.296296,0.040466,0.12037,0.033712,0.157407,0.035325,0.263889,0.039699,0.229167,0.034456,0.171296,0.039288,0.168981,0.03626,0.347222,0.043224,0.37963,0.044869,0.358796,0.051553,0.252315,0.041871,0.210648,0.037114,0.071759,0.025705,0.173611,0.035647,0.428241,0.059158,0.281736,0.048159,72
data_only_scaling,shortcut_shift,2,0.351852,0.040638,0.231481,0.036867,0.337963,0.041861,0.152778,0.034645,0.185185,0.040121,0.296296,0.041485,0.196759,0.040001,0.196759,0.033153,0.143519,0.034376,0.340278,0.044503,0.372685,0.048133,0.398148,0.041652,0.259259,0.041819,0.277778,0.040351,0.111111,0.030988,0.138889,0.036551,0.4375,0.053453,0.295914,0.041761,72
data_only_scaling,shortcut_shift,3,0.333333,0.043344,0.284722,0.041593,0.326389,0.044031,0.152778,0.032788,0.199074,0.038573,0.298611,0.037083,0.189815,0.037289,0.173611,0.039003,0.122685,0.03357,0.321759,0.044918,0.326389,0.042585,0.365741,0.042684,0.247685,0.041871,0.24537,0.041861,0.071759,0.023141,0.134259,0.030057,0.430556,0.053184,0.289919,0.041525,72
data_only_scaling,shortcut_shift,4,0.344907,0.042531,0.263889,0.03917,0.305556,0.048782,0.145833,0.034758,0.136574,0.033153,0.263889,0.046481,0.185185,0.036296,0.229167,0.037918,0.164352,0.033879,0.337963,0.052878,0.347222,0.046928,0.37963,0.052182,0.273148,0.04252,0.263889,0.043704,0.069444,0.024815,0.150463,0.039388,0.423611,0.058488,0.304248,0.042882,72
data_only_scaling,shortcut_shift,5,0.337963,0.044284,0.266204,0.042694,0.303241,0.044918,0.143519,0.034376,0.19213,0.037487,0.284722,0.039003,0.203704,0.040466,0.185185,0.035127,0.136574,0.031207,0.319444,0.04603,0.400463,0.050324,0.398148,0.041148,0.240741,0.041317,0.25463,0.042356,0.087963,0.028876,0.134259,0.030057,0.444444,0.060613,0.289074,0.045447,72
data_only_scaling,shortcut_shift,6,0.377315,0.04659,0.268519,0.041148,0.31713,0.042938,0.136574,0.032517,0.199074,0.031415,0.226852,0.037289,0.168981,0.031318,0.189815,0.034978,0.131944,0.030263,0.333333,0.047481,0.444444,0.047919,0.347222,0.044179,0.233796,0.036356,0.222222,0.040351,0.064815,0.022895,0.150463,0.034288,0.398148,0.055791,0.331586,0.047815,72
data_only_scaling,shortcut_shift,7,0.37963,0.051376,0.298611,0.047012,0.321759,0.047624,0.138889,0.030306,0.201389,0.032907,0.261574,0.04374,0.194444,0.035975,0.189815,0.039465,0.131944,0.032907,0.335648,0.040605,0.365741,0.042684,0.391204,0.043899,0.268519,0.045485,0.24537,0.046131,0.076389,0.024973,0.148148,0.035127,0.409722,0.056306,0.333669,0.053322,72
data_only_scaling,shortcut_shift,8,0.342593,0.039244,0.280093,0.042775,0.293981,0.041116,0.108796,0.031095,0.173611,0.037363,0.275463,0.038854,0.203704,0.038347,0.1875,0.038192,0.168981,0.039033,0.3125,0.039798,0.377315,0.044762,0.393519,0.044441,0.266204,0.039652,0.25,0.052492,0.085648,0.028891,0.152778,0.033418,0.391204,0.048421,0.299873,0.040102,72
data_only_scaling,shortcut_shift,9,0.310185,0.043008,0.268519,0.044558,0.326389,0.041088,0.12963,0.031137,0.175926,0.039772,0.291667,0.04175,0.175926,0.037055,0.194444,0.040865,0.164352,0.031318,0.391204,0.045303,0.331019,0.040605,0.384259,0.04317,0.259259,0.034122,0.259259,0.038165,0.090278,0.026592,0.148148,0.032018,0.439815,0.059327,0.270336,0.043001,72
dropout_risk_filter,combined_exception_stress,0,0.386574,0.046065,0.37963,0.048015,0.277778,0.040865,0.083333,0.027413,0.101852,0.025484,0.395833,0.045888,0.141204,0.030758,0.12037,0.030459,0.226852,0.037845,0.261574,0.035288,0.331019,0.044057,0.261574,0.041788,0.384259,0.050728,0.164352,0.03568,0.083333,0.026641,0.143519,0.034376,0.372685,0.057609,0.396875,0.047842,72
dropout_risk_filter,combined_exception_stress,1,0.37963,0.048877,0.412037,0.040851,0.321759,0.047184,0.085648,0.026635,0.101852,0.027833,0.37037,0.048448,0.157407,0.035325,0.097222,0.029433,0.215278,0.041593,0.240741,0.039244,0.324074,0.04377,0.273148,0.041527,0.381944,0.048541,0.194444,0.04237,0.071759,0.026505,0.127315,0.031978,0.351852,0.06046,0.391852,0.050908,72
dropout_risk_filter,combined_exception_stress,2,0.398148,0.044087,0.400463,0.041201,0.293981,0.045457,0.104167,0.031281,0.090278,0.026592,0.356481,0.04537,0.162037,0.036535,0.113426,0.02877,0.219907,0.038131,0.284722,0.043554,0.31713,0.04484,0.25,0.041874,0.377315,0.053669,0.19213,0.041704,0.083333,0.027413,0.138889,0.032947,0.365741,0.050315,0.404861,0.045427,72
dropout_risk_filter,combined_exception_stress,3,0.412037,0.042846,0.402778,0.044649,0.268519,0.041652,0.092593,0.028082,0.099537,0.031429,0.37963,0.048015,0.127315,0.033258,0.106481,0.02839,0.203704,0.039947,0.247685,0.042856,0.3125,0.042829,0.25463,0.038753,0.386574,0.049977,0.173611,0.041593,0.076389,0.021369,0.115741,0.027896,0.354167,0.050851,0.425961,0.045248,72
dropout_risk_filter,combined_exception_stress,4,0.395833,0.048109,0.342593,0.049584,0.296296,0.038888,0.097222,0.030134,0.083333,0.026641,0.368056,0.047454,0.12037,0.026024,0.122685,0.034186,0.231481,0.040121,0.256944,0.041341,0.342593,0.040808,0.261574,0.038675,0.354167,0.039798,0.215278,0.037363,0.106481,0.027645,0.12037,0.029056,0.377315,0.057427,0.399919,0.051,72
dropout_risk_filter,combined_exception_stress,5,0.391204,0.047551,0.37037,0.048015,0.263889,0.046481,0.111111,0.031654,0.101852,0.02629,0.405093,0.041788,0.173611,0.035647,0.094907,0.027281,0.206019,0.041621,0.275463,0.039388,0.293981,0.039564,0.238426,0.035288,0.358796,0.048636,0.199074,0.039641,0.064815,0.020993,0.150463,0.031759,0.358796,0.055077,0.394873,0.05059,72
dropout_risk_filter,combined_exception_stress,6,0.388889,0.04523,0.402778,0.047371,0.296296,0.042968,0.115741,0.027896,0.12963,0.03245,0.398148,0.040638,0.162037,0.037102,0.12037,0.033087,0.201389,0.038735,0.273148,0.037845,0.296296,0.042479,0.256944,0.042829,0.384259,0.044597,0.155093,0.034389,0.078704,0.026619,0.145833,0.035939,0.386574,0.05951,0.392662,0.049399,72
dropout_risk_filter,combined_exception_stress,7,0.375,0.045114,0.416667,0.045689,0.319444,0.049525,0.108796,0.028283,0.101852,0.028573,0.425926,0.046544,0.136574,0.03053,0.097222,0.027222,0.217593,0.04119,0.268519,0.041652,0.340278,0.046789,0.25,0.044297,0.372685,0.044057,0.18287,0.033048,0.099537,0.028649,0.141204,0.03273,0.37037,0.057146,0.390255,0.047574,72
dropout_risk_filter,combined_exception_stress,8,0.405093,0.048277,0.405093,0.049558,0.300926,0.042684,0.101852,0.027073,0.108796,0.029011,0.402778,0.05279,0.136574,0.031207,0.155093,0.038404,0.210648,0.039827,0.25,0.039303,0.298611,0.044737,0.238426,0.035874,0.372685,0.048565,0.166667,0.038226,0.101852,0.027073,0.136574,0.03053,0.356481,0.050591,0.417824,0.052452,72
dropout_risk_filter,combined_exception_stress,9,0.347222,0.046481,0.428241,0.042775,0.280093,0.042775,0.081019,0.025019,0.12963,0.0318,0.363426,0.047184,0.189815,0.038392,0.136574,0.035582,0.215278,0.031281,0.229167,0.035057,0.347222,0.046481,0.231481,0.040638,0.416667,0.046143,0.168981,0.037948,0.069444,0.023072,0.108796,0.029011,0.416667,0.05851,0.357801,0.049823,72
dropout_risk_filter,contact_tail_shift,0,0.44213,0.04484,0.398148,0.039066,0.310185,0.043491,0.06713,0.024739,0.090278,0.029566,0.381944,0.044503,0.136574,0.033153,0.101852,0.027833,0.236111,0.040222,0.224537,0.035484,0.296296,0.044401,0.210648,0.039299,0.421296,0.054049,0.180556,0.032788,0.053241,0.020254,0.092593,0.025756,0.358796,0.053928,0.464005,0.048602,72
dropout_risk_filter,contact_tail_shift,1,0.430556,0.046481,0.395833,0.043072,0.298611,0.040319,0.090278,0.027366,0.078704,0.028144,0.386574,0.041788,0.150463,0.031095,0.094907,0.027281,0.199074,0.036344,0.266204,0.035189,0.300926,0.038028,0.226852,0.038932,0.372685,0.040088,0.148148,0.030687,0.053241,0.018076,0.092593,0.028082,0.358796,0.05354,0.447187,0.046845,72
dropout_risk_filter,contact_tail_shift,2,0.472222,0.048782,0.381944,0.048969,0.247685,0.044762,0.064815,0.021964,0.078704,0.027392,0.395833,0.044969,0.12037,0.029766,0.131944,0.028851,0.1875,0.035353,0.212963,0.036678,0.277778,0.044297,0.229167,0.035647,0.428241,0.044215,0.171296,0.035374,0.055556,0.022383,0.108796,0.030416,0.314815,0.056902,0.500081,0.051143,72
