ablation,seed,mean_success,ci95_success,mean_rare_failure_recall,ci95_rare_failure_recall,mean_contact_boundary_error,ci95_contact_boundary_error,mean_unsafe_commitment,ci95_unsafe_commitment,mean_overtrust_rate,ci95_overtrust_rate,mean_recovery_success,ci95_recovery_success,mean_tail_risk_rate,ci95_tail_risk_rate,mean_calibration_ece,ci95_calibration_ece,mean_intervention_cost,ci95_intervention_cost,mean_average_scaling_gain,ci95_average_scaling_gain,mean_boundary_risk_slope,ci95_boundary_risk_slope,mean_scale_exception_gap,ci95_scale_exception_gap,mean_boundary_coverage,ci95_boundary_coverage,mean_shortcut_reliance,ci95_shortcut_reliance,mean_morphology_transfer_gap,ci95_morphology_transfer_gap,mean_recoverability_deficit,ci95_recoverability_deficit,mean_regret_to_oracle,ci95_regret_to_oracle,mean_utility,ci95_utility,groups
minus_recoverability_calibration,7,0.543981,0.056326,0.587963,0.041359,0.212963,0.040466,0.118056,0.034456,0.090278,0.026592,0.384259,0.051138,0.12037,0.031137,0.076389,0.023241,0.206019,0.03568,0.298611,0.043314,0.196759,0.034991,0.263889,0.045114,0.506944,0.049394,0.113426,0.03087,0.041667,0.019113,0.143519,0.033764,0.0,0.0,0.592222,0.05361,72
minus_recoverability_calibration,8,0.555556,0.050465,0.550926,0.047761,0.212963,0.040979,0.074074,0.023197,0.055556,0.02143,0.393519,0.047175,0.113426,0.028035,0.083333,0.027413,0.203704,0.041485,0.314815,0.041652,0.240741,0.04787,0.24537,0.04381,0.527778,0.049208,0.118056,0.031281,0.046296,0.019622,0.118056,0.02921,0.0,0.0,0.615127,0.050742,72
minus_recoverability_calibration,9,0.509259,0.049584,0.571759,0.040261,0.224537,0.037764,0.090278,0.023241,0.048611,0.01985,0.409722,0.040319,0.12963,0.030459,0.0625,0.021852,0.171296,0.033557,0.321759,0.043019,0.233796,0.039652,0.282407,0.045523,0.548611,0.047673,0.097222,0.026444,0.027778,0.014448,0.115741,0.032717,0.0,0.0,0.572245,0.049682,72
minus_scale_slope_residual,0,0.578704,0.050865,0.550926,0.047761,0.224537,0.034891,0.085648,0.023291,0.060185,0.022666,0.511574,0.047624,0.094907,0.027281,0.05787,0.020595,0.199074,0.034578,0.284722,0.044503,0.243056,0.041843,0.298611,0.042339,0.534722,0.049604,0.115741,0.027896,0.041667,0.016787,0.074074,0.024932,0.0,0.0,0.641829,0.048993,72
minus_scale_slope_residual,1,0.581019,0.047036,0.574074,0.04699,0.206019,0.039033,0.050926,0.022043,0.074074,0.025756,0.546296,0.042479,0.078704,0.025823,0.050926,0.021075,0.189815,0.036725,0.305556,0.04286,0.268519,0.040638,0.224537,0.036068,0.513889,0.047371,0.108796,0.029011,0.043981,0.018268,0.071759,0.025705,0.0,0.0,0.660671,0.048035,72
minus_scale_slope_residual,2,0.548611,0.050646,0.513889,0.047371,0.210648,0.038222,0.064815,0.022895,0.071759,0.02488,0.546296,0.044869,0.090278,0.026592,0.06713,0.023881,0.199074,0.030743,0.337963,0.044753,0.222222,0.044297,0.298611,0.049182,0.530093,0.043501,0.115741,0.029354,0.053241,0.020254,0.099537,0.027153,0.0,0.0,0.615347,0.051358,72
minus_scale_slope_residual,3,0.546296,0.047579,0.553241,0.04374,0.25463,0.040851,0.069444,0.023072,0.064815,0.020993,0.553241,0.045149,0.111111,0.032947,0.050926,0.021075,0.166667,0.030306,0.303241,0.040001,0.256944,0.037641,0.24537,0.038211,0.539352,0.048565,0.173611,0.041088,0.034722,0.015744,0.111111,0.02961,0.0,0.0,0.621667,0.046018,72
minus_scale_slope_residual,4,0.608796,0.040947,0.555556,0.044766,0.196759,0.034991,0.060185,0.020742,0.071759,0.024026,0.525463,0.058389,0.108796,0.029011,0.030093,0.018645,0.201389,0.03927,0.305556,0.037118,0.224537,0.039388,0.247685,0.039299,0.5625,0.049814,0.113426,0.032836,0.053241,0.019196,0.085648,0.026635,0.0,0.0,0.68287,0.041575,72
minus_scale_slope_residual,5,0.553241,0.046065,0.590278,0.049604,0.231481,0.044087,0.06713,0.022063,0.039352,0.01883,0.546296,0.042968,0.104167,0.025387,0.060185,0.022666,0.18287,0.041954,0.328704,0.045676,0.222222,0.038768,0.319444,0.046928,0.520833,0.053257,0.12963,0.029766,0.030093,0.016252,0.083333,0.027413,0.0,0.0,0.628715,0.047141,72
minus_scale_slope_residual,6,0.585648,0.049205,0.587963,0.050453,0.196759,0.04052,0.071759,0.02222,0.05787,0.019555,0.520833,0.041341,0.094907,0.02877,0.060185,0.01971,0.168981,0.03509,0.305556,0.04286,0.256944,0.039798,0.275463,0.038854,0.50463,0.053661,0.106481,0.030516,0.053241,0.02126,0.0625,0.021852,0.0,0.0,0.658854,0.047601,72
minus_scale_slope_residual,7,0.576389,0.046115,0.592593,0.043291,0.201389,0.037083,0.076389,0.027366,0.076389,0.023241,0.553241,0.047405,0.104167,0.031941,0.078704,0.025002,0.25463,0.041359,0.321759,0.042531,0.224537,0.041954,0.289352,0.042367,0.518519,0.050281,0.113426,0.03087,0.027778,0.014448,0.06713,0.021096,0.0,0.0,0.645231,0.048682,72
minus_scale_slope_residual,8,0.5625,0.052268,0.564815,0.050694,0.210648,0.041871,0.076389,0.028118,0.050926,0.022043,0.550926,0.043651,0.090278,0.028118,0.05787,0.021585,0.19213,0.035189,0.31713,0.043421,0.238426,0.03758,0.259259,0.043291,0.537037,0.039947,0.115741,0.030057,0.018519,0.012184,0.074074,0.022279,0.0,0.0,0.638183,0.049867,72
minus_scale_slope_residual,9,0.523148,0.048484,0.548611,0.044031,0.194444,0.038768,0.071759,0.024026,0.0625,0.020875,0.548611,0.048541,0.097222,0.027979,0.064815,0.023789,0.175926,0.034122,0.375,0.054349,0.270833,0.036228,0.289352,0.038222,0.509259,0.050419,0.12963,0.033712,0.018519,0.013791,0.06713,0.024739,0.0,0.0,0.593194,0.049162,72
minus_shortcut_audit,0,0.518519,0.045942,0.581019,0.04614,0.236111,0.040222,0.083333,0.025025,0.094907,0.025705,0.506944,0.045431,0.131944,0.028851,0.071759,0.026505,0.175926,0.035911,0.310185,0.047175,0.300926,0.04317,0.291667,0.04781,0.502315,0.044529,0.166667,0.037118,0.039352,0.016465,0.099537,0.030071,0.0,0.0,0.581528,0.048655,72
minus_shortcut_audit,1,0.518519,0.042643,0.587963,0.043331,0.208333,0.038089,0.050926,0.022043,0.094907,0.029487,0.541667,0.053184,0.106481,0.029824,0.104167,0.030606,0.173611,0.041088,0.30787,0.045989,0.280093,0.044685,0.277778,0.039303,0.525463,0.049907,0.208333,0.044649,0.039352,0.01883,0.101852,0.029295,0.0,0.0,0.595208,0.04288,72
minus_shortcut_audit,2,0.587963,0.04381,0.560185,0.044908,0.1875,0.039798,0.076389,0.025795,0.083333,0.028896,0.537037,0.042479,0.122685,0.029605,0.074074,0.027329,0.206019,0.036832,0.305556,0.044297,0.287037,0.040979,0.30787,0.045533,0.490741,0.052448,0.201389,0.038192,0.037037,0.016117,0.071759,0.02488,0.0,0.0,0.647674,0.045076,72
minus_shortcut_audit,3,0.546296,0.04579,0.564815,0.047725,0.199074,0.036344,0.053241,0.02126,0.094907,0.02877,0.493056,0.045888,0.111111,0.030306,0.0625,0.021852,0.178241,0.035582,0.287037,0.040979,0.233796,0.036926,0.273148,0.03999,0.555556,0.043823,0.194444,0.033574,0.039352,0.019908,0.071759,0.02488,0.0,0.0,0.618669,0.046897,72
minus_shortcut_audit,4,0.518519,0.049019,0.550926,0.045523,0.189815,0.03557,0.092593,0.028816,0.083333,0.026641,0.525463,0.048205,0.12037,0.026814,0.087963,0.025002,0.199074,0.041694,0.347222,0.04781,0.240741,0.042806,0.287037,0.044869,0.546296,0.048877,0.175926,0.038708,0.05787,0.021585,0.092593,0.026554,0.0,0.0,0.581146,0.048966,72
minus_shortcut_audit,5,0.534722,0.050851,0.555556,0.04523,0.206019,0.03626,0.081019,0.02584,0.094907,0.027281,0.555556,0.047481,0.12037,0.029766,0.081019,0.027408,0.168981,0.033879,0.287037,0.038347,0.282407,0.044597,0.310185,0.043968,0.523148,0.053401,0.194444,0.040865,0.060185,0.024439,0.064815,0.023789,0.0,0.0,0.599433,0.051321,72
minus_shortcut_audit,6,0.581019,0.047916,0.564815,0.051915,0.215278,0.033845,0.06713,0.024739,0.078704,0.022357,0.546296,0.046693,0.108796,0.029011,0.074074,0.024932,0.222222,0.038768,0.342593,0.045638,0.263889,0.039699,0.280093,0.041788,0.523148,0.044908,0.206019,0.037948,0.050926,0.02006,0.101852,0.028573,0.0,0.0,0.651227,0.050084,72
minus_shortcut_audit,7,0.546296,0.046693,0.541667,0.040222,0.203704,0.036678,0.05787,0.021585,0.078704,0.025002,0.543981,0.040862,0.12963,0.03245,0.099537,0.028649,0.196759,0.038404,0.340278,0.040577,0.268519,0.044087,0.24537,0.040851,0.537037,0.039421,0.175926,0.039772,0.034722,0.017019,0.094907,0.026505,0.0,0.0,0.616007,0.046047,72
minus_shortcut_audit,8,0.525463,0.049064,0.534722,0.043793,0.224537,0.038854,0.05787,0.022531,0.083333,0.02961,0.541667,0.043704,0.101852,0.027073,0.081019,0.023291,0.201389,0.034152,0.337963,0.040851,0.261574,0.044685,0.25,0.041373,0.560185,0.051002,0.194444,0.038768,0.034722,0.015744,0.078704,0.027392,0.0,0.0,0.599745,0.047997,72
minus_shortcut_audit,9,0.581019,0.041871,0.534722,0.046115,0.19213,0.03804,0.069444,0.023072,0.106481,0.026091,0.548611,0.048541,0.12963,0.033087,0.074074,0.024932,0.199074,0.04119,0.303241,0.045838,0.261574,0.038131,0.238426,0.048277,0.518519,0.043611,0.196759,0.037301,0.043981,0.019377,0.078704,0.024152,0.0,0.0,0.646748,0.043572,72
uncertainty_gate_only,0,0.351852,0.045942,0.356481,0.047175,0.305556,0.037676,0.090278,0.026592,0.12037,0.034326,0.361111,0.041373,0.148148,0.035717,0.168981,0.03509,0.210648,0.038222,0.25,0.033574,0.30787,0.040175,0.222222,0.035975,0.326389,0.042585,0.203704,0.035521,0.094907,0.027281,0.127315,0.031978,0.0,0.0,0.366632,0.047803,72
uncertainty_gate_only,1,0.375,0.050361,0.358796,0.04318,0.25463,0.04381,0.106481,0.026879,0.090278,0.022324,0.398148,0.041652,0.175926,0.040294,0.168981,0.03626,0.222222,0.036551,0.256944,0.039798,0.347222,0.046928,0.240741,0.035911,0.31713,0.039914,0.164352,0.03449,0.085648,0.028891,0.152778,0.036977,0.0,0.0,0.387917,0.049682,72
uncertainty_gate_only,2,0.416667,0.048352,0.356481,0.048052,0.319444,0.043224,0.106481,0.030516,0.118056,0.026982,0.37037,0.044401,0.159722,0.02921,0.131944,0.033535,0.215278,0.039003,0.238426,0.045149,0.310185,0.03999,0.284722,0.040059,0.395833,0.047673,0.185185,0.039066,0.078704,0.022357,0.122685,0.03165,0.0,0.0,0.427894,0.050118,72
uncertainty_gate_only,3,0.37037,0.043451,0.365741,0.041694,0.289352,0.040348,0.111111,0.032947,0.106481,0.030516,0.395833,0.047233,0.155093,0.032517,0.143519,0.034376,0.240741,0.04377,0.256944,0.041341,0.333333,0.047919,0.280093,0.044685,0.337963,0.042356,0.194444,0.040865,0.078704,0.027392,0.157407,0.041317,0.0,0.0,0.382187,0.042328,72
uncertainty_gate_only,4,0.342593,0.04699,0.384259,0.035177,0.310185,0.036725,0.12037,0.029056,0.104167,0.029917,0.393519,0.046281,0.150463,0.033673,0.115741,0.029354,0.263889,0.041247,0.268519,0.047285,0.37037,0.041985,0.291667,0.043224,0.356481,0.04537,0.18287,0.034891,0.097222,0.027222,0.143519,0.031855,0.0,0.0,0.354039,0.04577,72
uncertainty_gate_only,5,0.377315,0.042367,0.358796,0.046441,0.280093,0.041285,0.106481,0.029824,0.12037,0.0318,0.354167,0.048755,0.19213,0.03804,0.12963,0.030459,0.212963,0.041985,0.256944,0.040319,0.296296,0.046244,0.263889,0.03917,0.384259,0.048627,0.196759,0.035582,0.083333,0.025025,0.145833,0.033535,0.0,0.0,0.385208,0.043462,72
uncertainty_gate_only,6,0.37963,0.048448,0.405093,0.055518,0.280093,0.040261,0.115741,0.030057,0.122685,0.028159,0.321759,0.037856,0.180556,0.034037,0.143519,0.033764,0.206019,0.033879,0.287037,0.04579,0.328704,0.040337,0.298611,0.04566,0.351852,0.04215,0.180556,0.034037,0.099537,0.027911,0.141204,0.038585,0.0,0.0,0.386644,0.049918,72
uncertainty_gate_only,7,0.335648,0.047697,0.388889,0.045689,0.335648,0.042612,0.12963,0.029056,0.122685,0.028159,0.381944,0.044969,0.18287,0.037207,0.166667,0.030988,0.224537,0.041954,0.266204,0.04318,0.361111,0.049631,0.247685,0.036547,0.391204,0.049276,0.203704,0.037799,0.071759,0.02488,0.145833,0.028118,0.0,0.0,0.347616,0.048501,72
uncertainty_gate_only,8,0.37963,0.04579,0.386574,0.049558,0.287037,0.041485,0.090278,0.028118,0.115741,0.033349,0.386574,0.044215,0.185185,0.037982,0.145833,0.031613,0.196759,0.035582,0.289352,0.041871,0.324074,0.045638,0.289352,0.041369,0.377315,0.043341,0.185185,0.037982,0.106481,0.029824,0.12037,0.029056,0.0,0.0,0.394514,0.047488,72
uncertainty_gate_only,9,0.400463,0.046441,0.375,0.045114,0.31713,0.042938,0.090278,0.024122,0.104167,0.02921,0.37037,0.050142,0.143519,0.031855,0.122685,0.030302,0.173611,0.035647,0.268519,0.044087,0.351852,0.047285,0.270833,0.037363,0.347222,0.048675,0.159722,0.036228,0.078704,0.028876,0.138889,0.032947,0.0,0.0,0.419792,0.047771,72
